GHG ID No. / No d'identification de GES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Location / Emplacement de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility Postal Code / Code postal de l'installation,Latitude,Longitude,Facility NPRI ID / Numéro d'identification de l'INRP,Facility NAICS Code / Code SCIAN de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,French Facility NAICS Code Description / Description du code SCIAN de l'installation en français,Reporting Company Legal Name / Dénomination sociale de la société déclarante,Reporting Company Trade Name / Nom commercial de la société déclarante,Reporting Company Business Number / Numéro d'entreprise de la société déclarante,DUNS Number / Numéro DUNS,Public Contact Name / Nom du responsable des renseignements au public,Public Contact Position / Poste ou Titre du responsable des renseignements au public,Public Contact Telephone / Numéro de téléphone du responsable des renseignements au public,Public Contact Extension / Poste téléphonique du responsable des renseignements au public,Public Contact Email / Adresse électronique du responsable des renseignements au public,Public Contact Mailing Address / Adresse postale du responsable des renseignements au public,Public Contact City or District or Municipality / Ville ou District ou Municipalité du responsable des renseignements au public,Public Contact Province or Territory / Province ou Territoire du responsable des renseignements au public,Public Contact Postal Code / Code postal du responsable des renseignement au public,CO2 (tonnes),CO2 (tonnes CO2e / tonnes éq. CO2),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),HFC-23 (tonnes), HFC-23 (tonnes CO2e / tonnes éq. CO2),HFC-32 (tonnes),HFC-32 (tonnes CO2e / tonnes éq. CO2),HFC-125 (tonnes),HFC-125 (tonnes CO2e / tonnes éq. CO2),HFC-134a (tonnes),HFC-134a (tonnes CO2e / tonnes éq. CO2),HFC-143a (tonnes),HFC-143a (tonnes CO2e / tonnes éq. CO2),HFC-152a (tonnes),HFC-152a (tonnes CO2e / tonnes éq. CO2),HFC-41 (tonnes),HFC-41 (tonnes CO2e / tonnes éq. CO2),HFC-43-10mee (tonnes),HFC-43-10mee (tonnes CO2e / tonnes éq. CO2),HFC-134 (tonnes),HFC-134 (tonnes CO2e / tonnes éq. CO2),HFC-143 (tonnes),HFC-143 (tonnes CO2e / tonnes éq. CO2),HFC-227ea (tonnes),HFC-227ea (tonnes CO2e / tonnes éq. CO2),HFC-236fa (tonnes),HFC-236fa (tonnes CO2e / tonnes éq. CO2),HFC-245ca (tonnes),HFC-245ca (tonnes CO2e / tonnes éq. CO2),HFC Total (tonnes CO2e / tonnes éq. CO2),CF4 (tonnes),CF4 (tonnes CO2e / tonnes éq. CO2),C2F6 (tonnes),C2F6 (tonnes CO2e / tonnes éq. CO2),C3F8 (tonnes),C3F8 (tonnes CO2e / tonnes éq. CO2),C4F10 (tonnes),C4F10 (tonnes CO2e / tonnes éq. CO2),C4F8 (tonnes),C4F8 (tonnes CO2e / tonnes éq. CO2),C5F12 (tonnes),C5F12 (tonnes CO2e / tonnes éq. CO2),C6F14 (tonnes),C6F14 (tonnes CO2e / tonnes éq. CO2),PFC Total (tonnes CO2e / tonnes éq. CO2),SF6 (tonnes),SF6 (tonnes CO2e / tonnes éq. CO2),Total Emissions (tonnes CO2e) / Émissions totales (tonnes éq. CO2),Monitoring or Direct Measurement / Surveillance ou mesure directe,Mass Balance / Bilan massique,Emission Factors / Facteurs d'émission,Engineering Estimates / Calculs techniques
G10607,2013,Crossfield Energy Centre,,Crossfield,Alberta,T0M0S0,51.3994,-114.0049,23543,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,Enmax Green Power Inc,,861373645,255051583,,,,,,,,,,131979,131979,33.72,843,3.372,1004.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133826.856,Not Applicable / Sans objet,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable
G10608,2013,London District Energy,301 Colborne Street,London,Ontario,N6B2S8,42.9829,-81.2384,11687,221330,Steam & Air-Conditioning Supply,Production de vapeur & conditionnement de l'air,Veresen Energy Infrastructure Inc.,,893546994,,Amit Bhargava,"Director, Environmental Approvals & Compliance",4037167395,,abhargava@vereseninc.com,900 222 3rd Avenue Southwest,Calgary,Alberta,T2P0B4,44024.75,44024.75,11.48,287,1.15,342.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44654.45,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10609,2013,Global Upholstery,560 Supertest Road,Downsview,Ontario,M3J2M6,43.7768,-79.4756,5610,337214,Office Furniture (except Wood) Mfg.,Fabrication de meubles de bureau (sauf en bois),Global Upholstery Co. Ltd.,,130418288,,Nadia Hernandez,Project Manager,4166613660,3233,nadia_hernandez@globaltotaloffice.com,850 Alness Street North,Downsview,Ontario,M3J2Y7,4850.5,4850.5,0.103,2.575,0.08504,25.34192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4878.41692,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10611,2013,Grande Cache Coal Corporation,40 Highway,Grande Cache,Alberta,T0E0Y0,54.0066,-119.1055,23560,212114,Bituminous Coal Mining,Extraction de charbon bitumineux,Grande Cache Coal Corporation,,895978419,,Robert Clegg,Environmental Coordinator,7808271153,,mclegg@gccoal.com,PO Box 8000 Highway 40,Grande Cache,Alberta,T0E0Y0,102881.523,102881.523,4.075,101.875,26.074,7770.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110753.45,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G10613,2013,Mount Polley Mine,5720 Bootjack Forest Service Road,Likely,British Columbia,V0L1N0,52.5508,-121.637,5102,212299,All Other Metal Ore Mining,Extract. tous les autres minerais métalliques,Imperial Metals Corporation,,894290444,123456789,Luke Moger,Project Engineer,2507902215,2113,lmoger@mountpolley.com,PO Box 12 Bootjack Forest Service Road,Likely,British Columbia,V0L1N0,46647.7337,46647.7337,2.904807,72.620175,6.858864,2043.941472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48764.29535,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G10614,2013,Ivaco Rolling Mills,1040 County Rd 17 Road,L'Orignal,Ontario,K0B1K0,45.6068,-74.7038,1520,331110,Iron & Steel Mills & Ferro-Alloy Mfg.,Sidérurgie,Ivaco Rolling Mills 2004 L. P.,,141221291,,Joseph Olenick,General Manager,6136754671,6614,jolenick@ivacorm.com,PO Box 322 1040 County Rd 17 Road,L'Orignal,Ontario,K0B1K0,65373.201,65373.201,1.007,25.175,0.863,257.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65655.55,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10615,2013,Caribou Sour Gas Plant c-004-G,,Pink Mountain,British Columbia,,57.3382,-122.6722,20061,211113,Conventional Oil & Gas Extraction,Extract. pétrole & gaz par méthodes classiques,Keyera Corp,Keyera Corp,878885227,,Niall Gleeson,"Coordinator, Air Emissions",4032058445,,niall_gleeson@keyera.com,600 144 4th Avenue Southwest,Calgary,Alberta,T2P3N4,50274.12,50274.12,91.31,2282.75,0.76,226.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52783.35,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G10618,2013,La Corporation Newalta VSC,1200 Garnier Street,Ste Catherine,Quebec,J5C1B4,45.4,-73.6,4402,331529,Non-Ferrous Foundries (except Die-Casting),Fond. métaux non ferr. sauf moulage sous press.,La Corporation Newalta,,869644807,241552822,Josée Trottier,Directrice ESS VSC,4506334414,,jtrottier@newalta.com,1200 Garnier Street,Ste-Catherine,Quebec,J5C1B4,51194,51194,0.458,11.45,0.608,181.184,,,,,,,0.045,64.35,,,,,,,,,0.0009,0.99,,,,,,,,,65.34,,,,,,,,,,,,,,,,,,51451.974,Not Applicable / Sans objet,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable
G10619,2013,MEG Christina Lake Cogeneration Facility,,Regional Municipality of Wood Buffalo,Alberta,T2T6N9,55.65717,-110.7174,24100,211114,Non-Conventional Oil Extraction,Extract. de pétrole par méthodes non classiques,MEG Energy Corp.,,870364353,,Simon Geoghegan,Environmental Manager,4037705350,,simon.geoghegan@megenergy.com,8th Floor 520 3rd Avenue Southwest,Calgary,Alberta,T2P0R3,685723.7428,685723.7428,12.45109,311.27725,11.10502,3309.29596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,689344.316,Applicable,Applicable,Applicable,Not Applicable / Sans objet
G10620,2013,MOSAIC POTASH ESTERHAZY - K2 SITE,22 Highway,Esterhazy,Saskatchewan,S0A0X0,50.6574,-101.8422,1513,212396,Potash Mining,Extraction de potasse,MOSAIC POTASH ESTERHAZY LIMITED PARTNERSHIP,,887875227,,,,,,,,,,,82646,82646,1.693,42.325,1.7591,524.2118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83212.5368,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10621,2013,New Forest Paper Mills LP,333 Progress Avenue,Scarborough,Ontario,M1P2Z7,43.7749,-79.2648,11601,322130,Paperboard Mills,Usines de carton,New Forest Paper Mills LP,,100326008,,Fatima Correia,Environmental Manager,4162985431,,fatima_correia@atlantic.ca,111 Progress Avenue,Scarborough,Ontario,M1P2Y9,57794.74,57794.74,1.0996,27.49,0.9814,292.4572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58114.6872,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10622,2013,Thorold Cogen Generating Station,90 Allanburg Road,Thorold,Ontario,L2V0A8,43.106,-79.1988,11841,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,Northland Power Inc.,Northland Power Inc.,888472891,,Jim Mulvale,"Manager, EH&S",6472881273,,jim.mulvale@northlandpower.ca,1200 30 St. Clair Avenue West,Toronto,Ontario,M4V3A1,314814.723,314814.723,82.813,2070.325,8.281,2467.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319352.786,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10626,2013,PotashCorp - Rocanville,0 0,Rocanville,Saskatchewan,S0A 3L0,50.4728,-101.54346,4562,212396,Potash Mining,Extraction de potasse,PotashCorp,,119482909,248190209,Mark Getzlaf,"Director, Environment",3069338500,8542,mngetzlaf@potashcorp.com,PO Box 0 500 122 1st Avenue South,Saskatoon,Saskatchewan,S7K7G3,71777.36,71777.36,1.55,38.75,1.74,518.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72334.63,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10628,2013,PRODUITS AMERICAN BILTRITE LTEE. - SHERBROOKE,200 Bank Street,Sherbrooke,Quebec,J1H4K3,45.4052,-71.8946,1083,326290,Other Rubber Product Mfg.,Fabrication d'autres produits en caoutchouc,Produits American Biltrite Ltée,,100186444,,Serge Veilleux,VP Opérations,8198293311,,sveilleux@american-biltrite.com,200 Bank,Sherbrooke,Quebec,J1H 4K3,5868.4252,5868.4252,0.112854,2.82135,0.102123,30.432654,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5901.679204,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G10631,2013,Cliff Temporary Central Heating and Cooling Plant,347 Wellington Street,Ottawa,Ontario,K1A0M3,45.42097,-75.7078,11845,911910,Other Fed. Government Public Administration,Autres services de l'admin. publique fédérale,Public Works and Government Services Canada,,111111111,,,,,,,,,,,46117.19,46117.19,0.9,22.5,0.85,253.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46392.99,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10632,2013,HUMBERSTONE LANDFILL,700 Humberstone Road,Welland,Ontario,L3B3X4,42.964,-79.2737,11575,562210,Waste Treatment & Disposal,Traitement & élimination des déchets,Regional Municipality of Niagara,,122161698,,Jamie Kristjanson,"Program Manager, Environmental Monitoring",9056854225,3734,jamie.kristjanson@niagararegion.ca,PO Box 1042 2201 St. David's Road,Thorold,Ontario,L2V 4T7,,,2328.334,58208.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58208.35,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G10633,2013,Roland Thibault Inc.,702 route 137,Ste-Cécile-de-Milton,Quebec,J0E2C0,45.27374,-72.4628,,562210,Waste Treatment & Disposal,Traitement & élimination des déchets,Roland Thibault inc.,,104606330,,Patrick Milot,Directeur,4503722399,,patrick.milot@matrec.ca,702 route 137,Ste-Cécile-de-Milton,Quebec,J0E2C0,726,726,2121.04,53026,0.3,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53841.4,Not Applicable / Sans objet,Applicable,Applicable,Applicable
G10635,2013,Ermine Generation Station,,Rural Municipality of Oakdale,Saskatchewan,,51.873,-109.0399,24241,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,Saskatchewan Power Corporation,SaskPower,119429678,200682151,Bruce Ughetto,Emissions Planning Engineer,3065662871,,bughetto@saskpower.com,2025 Victoria Avenue,Regina,Saskatchewan,S4P 0S1,124123,124123,30,750,3,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125767,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G10636,2013,West End Water Pollution Control Plant,55 Allen's Side Road,Sault Ste. Marie,Ontario,P6C5P4,46.5243,-84.4077,10762,221320,Sewage Treatment Facilities,Installations d'épuration des eaux usées,City of Sault Ste. Marie,,876263526,,,,,,,,,,,627.84,627.84,0.00625,0.15625,1.9768,589.0864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217.08265,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10638,2013,West Doe Plant,1094 222 Road,Peace River Regional District,British Columbia,T2P2V6,55.958,-120.206,23196,211113,Conventional Oil & Gas Extraction,Extract. pétrole & gaz par méthodes classiques,Spectra Energy Midstream Corporation,Spectra Energy Midstream Corp,891167728,201172186,Mike Bell,"Director, Environment and Risk Management",4036991758,,mrbell@spectraenergy.com,125 First Street Street Southwest,Calgary,Alberta,T2P3L8,59356.3128,59356.3128,551.4444,13786.11,2.2743,677.7414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73820.1642,Not Applicable / Sans objet,Applicable,Applicable,Applicable
G10639,2013,Leismer SAGD Bitumen Battery,,N/A,Alberta,,55.81539,-111.4444,24145,211114,Non-Conventional Oil Extraction,Extract. de pétrole par méthodes non classiques,Statoil Canada Ltd.,Statoil Canada Ltd.,854604931,,Allyson Zarowny,Leader Communication,4037188731,,ALLZ@statoil.com,3600 308 4th Avenue Southwest,Calgary,Alberta,T2P 0H7,377382.863,377382.863,27.038,675.95,2.283,680.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378739.147,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10640,2013,Technocell inc,3075 Kunz,Drummondville,Quebec,J2C6Y4,45.8761,-72.5447,5552,322121,Paper (except Newsprint) Mills,Usines de papier (sauf papier journal),Technocell Inc.,,143934248,,Mario Paquin,Directeur qualité,8194750066,6433,mpaquin@felix-schoeller.com,3075 Kunz Street,Drummondville,Quebec,J2C6Y4,14160.185,14160.185,0.3039,7.5975,0.2489,74.1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14241.9547,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10641,2013,Skookumchuck Operation,4501 Farstad Way,Skookumchuck,British Columbia,V0B2E0,49.91901,-115.764,1185,322112,Chemical Pulp Mills,Usines de pâte chimique,Skookumchuck Pulp Inc.,,819091737,203059035,Gavin Baxter,Technical Manager,2504223980,,gbaxter@skkpulp.com,PO Box 4000 220 Cranbrook Street North,Cranbrook,British Columbia,V1C 7H7,48472.3466,48472.3466,101.5317,2538.2925,22.9582,6841.5436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57852.1827,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10643,2013,Tenaris Algoma Tubes,547 Wallace Terrace Street,Sault Ste. Marie,Ontario,P6C1L9,46.5297,-84.3688,11215,331210,Iron & Steel Pipes & Tubes Mfg.,Fab. de tubes & tuyaux en fer & en acier,Algoma Tubes Inc.,TenarisAlgomaTubes,870995321,,Christian Tenaglia,Sr. Project Manager,7055759207,3502,ctenaglia@pinchin.com,Suite #3 126 Queen Street East,Sault Ste. Marie,Ontario,P6A1Y5,86169,86169,1.726,43.15,1.629,485.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86697.592,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10644,2013,Main Campus,1151 Richmond Street Street,London,Ontario,N6A3K7,43.013,-81.274,27020,611310,Universities,Universités,The University of Western Ontario,Western University,108162587,208469452,Mary Quintana,"Compliance Coordinator, Energy and Water Projects",5196612111,89300,mary.quintana@uwo.ca,Room 2350 1393 Western Road South,London,Ontario,N6G 1G9,47040.8635,47040.8635,0.9278,23.195,0.8795,262.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47326.1495,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10646,2013,Halton Hills Generating Station,7870 Sixth Line,Halton Hills,Ontario,L7G4S6,43.56156,-79.84551,11860,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,TransCanada Energy Ltd.,TransCanada Energy Ltd.,887168482,,,,,,,,,,,607118,607118,158.37,3959.25,15.84,4720.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615797.57,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10647,2013,Tree Island Industries,3933 Boundary Road,Richmond,British Columbia,V6V1T8,49.1875,-122.95916,5183,331222,Steel Wire Drawing,Étirage de fils d'acier,Tree Island Industries Ltd,Tree Island Industries,869553560,201020617,Peter Maitland,Technical Services Manager,6045234501,,pmaitland@treeisland.com,3933 Boundary Road Road,Richmond,British Columbia,V6V1T8,10635.4,10635.4,0.2073,5.1825,0.2112,62.9376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10703.5201,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10648,2013,St George Campus,27 King's College Circle Road,Toronto,Ontario,M5S1A1,43.39339,-79.23509,11865,611310,Universities,Universités,The Governing Council of the University of Toronto,,108162330,,Matthew White,Environmental Compliance and Safety Technologist,4169785087,,matte.white@utoronto.ca,7th Floor 215 Huron Street,Toronto,Ontario,M5S1A2,82705,82705,21.57,539.25,2.157,642.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83887.036,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10649,2013,Magog Landfill Bestan Inc.,1994 D'Ayer's Cliff Street,Magog,Quebec,J1X5A8,45.2179,-72.148,6172,562210,Waste Treatment & Disposal,Traitement & élimination des déchets,Waste Management of Canada Corporation,Waste Management of Canada Corporation,876294844,,Daniel Brien,"General Manager, Landfill Manager",8198439522,222,dbrien@wm.com,1994 D'Ayer's Cliff Street,Magog,Quebec,J1X5A8,,,2354,58850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58850,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G10650,2013,Willow Creek Mine,11657 Willow Creek Forest Service Road Road,Chetwynd,British Columbia,V0C1J0,55.40133,-122.20436,20175,212114,Bituminous Coal Mining,Extraction de charbon bitumineux,Walter Canadian Coal Partnership,,801448481,801448481,Walter Energy,Environmental Manager,2502426000,36015,nicole.pesonen@walterenergy.com,PO Box 2140 Perry Creek FSR,Tumbler Ridge,British Columbia,V0C2W0,37733.4226,37733.4226,652.2586,16306.465,5.5592,1656.6416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55696.5292,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10651,2013,Edson O.S.B.,2509 Aspen Drive,Edson,Alberta,T7E1S8,53.5917,-116.4233,2762,321217,Waferboard Mills,Usines de panneaux de copeaux,Weyerhaeuser Company Limited,Weyerhaeuser Company Ltd.,103440624,,Wayne Roznowsky,Public Affairs Manager,7805398832,0,wayne.roznowsky@weyerhaeuser.com,PO Box 1020 10 km South on Resources Road,Grande Prairie,Alberta,T8V3A9,13990.9,13990.9,6.756,168.9,4.262,1270.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15429.876,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet,Not Applicable / Sans objet
G10652,2013,York University - Keele Campus,4700 Keele Street,Toronto,Ontario,M3J1P3,43.77311,-79.49912,7299,611310,Universities,Universités,York University,,119306736,,Brad Cochrane,"Director, Energy Management",4167365216,,bcochran@yorku.ca,4700 Keele Street,Toronto,Ontario,M3J1P3,48779,48779,8.41,210.25,1.14,339.72,,,,,,,0.136,194.48,,,,,,,,,,,,,,,,,,,194.48,,,,,,,,,,,,,,,,,,49523.45,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10653,2013,Zellstoff Celgar Limited Partnership,1921 Arrow Lakes Drive,Castlegar,British Columbia,V1N3H9,49.3362,-117.7279,672,322112,Chemical Pulp Mills,Usines de pâte chimique,Zellstoff Celgar Limited Partnership,Zellstoff Celgar Limited Partnership,812767077,138567248,Kevin Anderson,Managing Director Operations,2503655409,,kevina@celgar.com,PO Box 1000 1921 Arrow Lakes Drive,Castlegar,British Columbia,V1N3H9,91949.2536,91949.2536,69.9249,1748.1225,26.5427,7909.7246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101607.1007,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10654,2013,Shell Albian Sands Jackpine Mine,Highway 63 North,Fort McMurray,Alberta,T9H4W1,57.24437,-111.51704,6647,211114,Non-Conventional Oil Extraction,Extract. de pétrole par méthodes non classiques,Shell Canada Energy,,885165548,259953958,Simone Marler,"Manager, Corporate Communications",7807134525,,Simone.marler@shell.com,PO Box 5670 63 Highway 63 North,Fort McMurray,Alberta,T9H4W1,1029790.131,1029790.131,613.38975,15334.74375,19.20852,5724.13896,,,,,,,0.34,486.2,,,,,,,,,,,,,,,,,,,486.2,,,,,,,,,,,,,,,,0,0,1051335.214,Applicable,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10655,2013,Brunswick Mine,1470 Anacon Road,Bathurst,New Brunswick,E8G2M1,47.4717,-65.8897,54,212231,Lead-Zinc Ore Mining,Extraction de minerais de plomb-zinc,Glencore Canada Corporation,,897767646,201718269,James Cormier,Site Superintendent,5065476955,,JCormier@xstratazinc.ca,PO Box 3000 Mines Road Highway,Bathurst,New Brunswick,E2A3Z8,24162,24162,1.24,31,0.74,220.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24413.52,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10656,2013,Carson Creek GP 4-23,,Whitecourt,Alberta,,54.285,-115.6982,21706,211113,Conventional Oil & Gas Extraction,Extract. pétrole & gaz par méthodes classiques,Pengrowth Energy Corporation,Pengrowth,248691495,828174805,Blake Reid,Senior Environmental Coordinator,4035565354,,Blake.Reid@Pengrowth.com,2100 222 Third Avenue Southwest,Calgary,Alberta,T2P0B4,28915.0949,28915.0949,436.466,10911.65,5.3908,1606.4584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41433.2033,Not Applicable / Sans objet,Applicable,Applicable,Applicable
G10657,2013,Quebec Silicon LP,6500 Yvon-Trudeau,Bécancour,Quebec,G9H2V8,46.3716,-72.3892,8807,331110,Iron & Steel Mills & Ferro-Alloy Mfg.,Sidérurgie,Silicium Québec SEC,Quebec Silicon LP,846662401,,René Boisvert,Président,8192946000,256,rene.boisvert@quebecsilicium.com,6500 Yvon Trudeau,Bécancour,Quebec,G9H2V8,86302.848,86302.848,52.645,1316.125,2.917,869.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88488.239,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10658,2013,POTASH CORP - LANIGAN DIVISION,,Lanigan,Saskatchewan,S0K2M0,51.8551,-105.2147,1885,212396,Potash Mining,Extraction de potasse,PotashCorp,,119482909,248190209,Rob Jackson,General Manager,3063655210,210,rob.jackson@potashcorp.com,PO Box 3100,Lanigan,Saskatchewan,S0K2M0,92705.19,92705.19,1.81,45.25,0.7479,222.8742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92973.3142,Applicable,Not Applicable / Sans objet,Applicable,Applicable
G10660,2013,Montney Gas Processing and Production IF-a,,Peace River E,British Columbia,V1J1W9,55.929,-120.894,,211113,Conventional Oil & Gas Extraction,Extract. pétrole & gaz par méthodes classiques,Shell Canada Limited,,104829254,201752268,Zhu Luo,Environmental Coordinator,2507943953,,Zhu.Luo@shell.com,6814 Airport Road,Fort St. John,British Columbia,V1J 4M6,149872.6225,149872.6225,907.6348,22690.87,4.3081,1283.8138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173847.3063,Applicable,Applicable,Applicable,Applicable
G10661,2013,Glacier Sour Gas Plant 05-02,,N/A,Alberta,,55.5541,-119.7554,23281,211113,Conventional Oil & Gas Extraction,Extract. pétrole & gaz par méthodes classiques,Advantage Oil & Gas Ltd.,,101101418,,Reg Beck,"Director, Field Operations/HSE",4037188123,,rbeck@advantageog.com,300 440 2 Avenue Southwest,Calgary,Alberta,T2P 5E9,59798.748,59798.748,714.561,17864.025,1.543,459.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78122.587,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G10662,2013,Algonquin Power  Energy from Waste Inc.,7656 Bramalea Road,Brampton,Ontario,L6T5M5,43.697,-79.6826,4768,562210,Waste Treatment & Disposal,Traitement & élimination des déchets,Algonquin Power Energy From Waste Inc.,,887446474,259910867,Frank Amaral,Plant Manager,9057912777,,Frank.Amaral@algonquinpower.com,7656 Bramalea Road,Brampton,Ontario,L6T5M5,87343,87343,52.76,1319,4.173,1243.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89905.554,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
