user_id,retained_d7,retained_d30,total_revenue_30d,churn_risk
U01958,0,1,49.84,low
U01959,1,0,37.7,low
U01960,1,0,0.0,low
U01961,1,1,0.0,low
U01962,0,1,0.0,low
U01963,1,1,0.0,low
U01964,0,0,0.0,low
U01965,1,1,0.0,medium
U01966,0,0,49.75,medium
U01967,1,1,26.85,high
U01968,1,0,12.63,low
U01969,0,1,0.0,high
U01970,0,0,0.0,low
U01971,1,1,0.0,low
U01972,1,1,16.1,low
U01973,1,1,16.67,low
U01974,1,0,0.0,medium
U01975,0,1,0.0,low
U01976,0,1,0.0,high
U01977,1,0,37.55,low
U01978,1,1,18.62,low
U01979,1,1,10.02,low
U01980,0,0,0.0,high
U01981,1,0,0.0,low
U01982,1,0,0.0,low
U01983,0,0,69.88,high
U01984,1,1,0.0,low
U01985,1,1,0.0,low
U01986,1,1,0.0,low
U01987,1,1,68.94,low
U01988,0,0,0.0,medium
U01989,1,1,55.09,low
U01990,1,1,0.0,low
U01991,1,0,32.44,low
U01992,0,1,0.0,low
U01993,0,0,0.0,medium
U01994,0,1,0.0,low
U01995,1,0,60.34,low
U01996,1,1,15.57,low
U01997,0,1,30.3,low
U01998,0,1,0.0,low
U01999,0,0,0.0,high
U02000,1,1,0.0,low
U02001,0,0,20.88,medium
U02002,1,0,0.0,medium
U02003,0,0,0.0,medium
U02004,1,0,7.35,high
U02005,0,1,41.22,medium
U02006,0,1,31.49,low
U02007,1,1,0.0,low
U02008,1,0,0.0,low
U02009,0,0,0.0,low
U02010,0,0,9.65,high
U02011,1,1,0.0,low
U02012,1,1,31.98,low
U02013,1,1,0.0,low
U02014,1,1,39.93,low
U02015,1,0,14.01,low
U02016,0,0,26.93,medium
U02017,1,0,0.0,low
U02018,1,1,52.34,low
U02019,1,1,12.63,low
U02020,1,0,8.13,medium
U02021,1,1,40.7,low
U02022,1,0,0.0,low
U02023,1,0,0.0,medium
U02024,0,1,29.54,low
U02025,1,1,66.45,low
U02026,1,1,0.0,low
U02027,1,1,0.0,low
U02028,1,1,0.0,low
U02029,0,0,0.0,high
U02030,0,0,41.03,medium
U02031,1,1,46.74,low
U02032,1,1,0.0,low
U02033,0,0,0.0,medium
U02034,1,0,44.33,low
U02035,1,1,18.98,low
U02036,0,0,18.27,medium
U02037,0,0,7.26,high
U02038,0,0,12.65,medium
U02039,0,0,0.0,medium
U02040,0,1,0.0,medium
U02041,1,1,0.0,low
U02042,1,1,0.0,low
U02043,1,0,0.0,low
U02044,1,1,0.0,low
U02045,1,1,0.0,medium
U02046,1,1,0.0,low
U02047,0,1,0.0,low
U02048,0,0,0.0,medium
U02049,1,1,31.31,low
U02050,0,0,54.57,medium
U02051,1,1,0.0,low
U02052,0,1,0.0,low
U02053,0,0,29.1,medium
U02054,0,1,0.0,low
U02055,1,0,0.0,low
U02056,1,1,0.0,low
U02057,1,1,0.0,low
U02058,0,0,0.0,medium
U02059,1,0,28.87,low
U02060,1,1,23.07,low
U02061,0,0,0.0,low
U02062,0,0,0.0,medium
U02063,0,1,0.0,low
U02064,1,0,31.76,medium
U02065,1,1,16.37,low
U02066,0,0,0.0,medium
U02067,0,0,0.0,low
U02068,1,1,0.0,low
U02069,1,1,4.47,low
U02070,0,0,0.0,medium
U02071,0,1,38.87,low
U02072,1,1,0.0,medium
U02073,1,1,26.59,low
U02074,1,0,45.29,low
U02075,0,0,0.0,medium
U02076,1,1,0.0,low
U02077,1,1,31.54,low
U02078,0,1,17.72,low
U02079,1,1,73.04,low
U02080,1,1,26.45,low
U02081,1,0,34.36,low
U02082,1,1,0.0,low
U02083,1,1,42.82,low
U02084,1,1,0.0,medium
U02085,1,0,0.0,high
U02086,1,1,0.0,low
U02087,0,0,3.2,low
U02088,0,0,0.0,medium
U02089,1,1,43.34,medium
U02090,0,0,0.0,low
U02091,0,0,19.66,medium
U02092,1,1,0.0,low
U02093,0,0,35.97,medium
U02094,1,0,0.0,low
U02095,1,1,0.0,low
U02096,1,1,0.0,low
U02097,0,0,49.04,low
U02098,0,1,41.39,low
U02099,0,0,0.0,medium
U02100,1,1,0.0,low
U02101,0,0,0.0,medium
U02102,0,1,0.0,low
U02103,0,1,57.79,medium
U02104,1,1,0.0,low
U02105,1,0,0.0,low
U02106,1,0,33.98,low
U02107,0,0,73.8,low
U02108,0,0,31.16,medium
U02109,1,1,0.0,medium
U02110,1,1,0.0,low
U02111,1,1,38.82,low
U02112,1,1,0.0,low
U02113,0,0,0.0,low
U02114,0,0,0.0,medium
U02115,1,0,36.59,medium
U02116,1,1,0.0,low
U02117,0,0,37.8,medium
U02118,1,1,8.77,low
U02119,0,0,0.0,medium
U02120,1,1,0.0,low
U02121,0,0,0.0,low
U02122,0,0,3.5,medium
U02123,0,1,36.4,low
U02124,1,0,13.96,medium
U02125,1,1,0.0,high
U02126,1,1,42.04,low
U02127,1,1,0.0,low
U02128,0,0,0.0,high
U02129,1,1,0.0,low
U02130,1,1,0.0,low
U02131,1,1,0.0,low
U02132,1,1,21.16,low
U02133,0,0,0.0,medium
U02134,1,1,39.45,low
U02135,1,1,0.0,low
U02136,0,0,0.0,medium
U02137,1,0,20.72,low
U02138,1,1,53.14,low
U02139,1,1,17.12,low
U02140,1,1,0.0,low
U02141,1,1,0.0,medium
U02142,1,1,24.63,low
U02143,1,0,0.0,low
U02144,0,0,37.96,low
U02145,1,0,49.06,low
U02146,1,0,0.0,medium
U02147,1,0,21.93,low
U02148,0,1,83.94,medium
U02149,0,0,0.0,medium
U02150,1,1,16.71,low
U02151,1,1,6.21,low
U02152,1,1,0.0,low
U02153,0,1,0.0,low
U02154,1,1,0.0,low
U02155,0,0,60.36,medium
U02156,1,1,53.63,low
U02157,1,1,47.77,low
U02158,1,0,35.36,low
U02159,1,1,57.13,medium
U02160,1,1,0.0,medium
U02161,0,0,9.14,medium
U02162,1,1,3.68,low
U02163,1,1,4.35,low
U02164,1,1,0.0,low
U02165,1,1,56.38,low
U02166,0,0,0.0,low
U02167,1,0,0.0,low
U02168,1,1,0.0,high
U02169,1,1,49.94,low
U02170,1,1,4.78,low
U02171,1,1,0.0,low
U02172,1,1,12.97,low
U02173,1,0,0.0,low
U02174,1,1,66.63,low
U02175,0,0,5.39,high
U02176,0,1,0.0,low
U02177,1,1,0.0,low
U02178,1,1,4.71,medium
U02179,1,1,0.0,low
U02180,1,1,10.38,low
U02181,0,0,8.54,medium
U02182,1,1,42.86,low
U02183,0,0,5.96,medium
U02184,0,0,0.0,low
U02185,0,0,0.0,medium
U02186,1,0,39.25,low
U02187,1,1,61.3,low
U02188,0,0,0.0,low
U02189,1,1,12.51,low
U02190,1,1,37.49,low
U02191,1,1,31.47,medium
U02192,1,1,0.0,low
U02193,0,0,0.0,low
U02194,1,1,0.0,low
U02195,1,1,37.81,low
U02196,0,1,0.0,low
U02197,1,1,29.13,low
U02198,1,1,18.54,low
U02199,0,0,0.0,low
U02200,1,1,13.64,low
U02201,1,1,65.72,medium
U02202,1,1,0.0,low
U02203,0,1,0.0,high
U02204,1,1,49.64,low
U02205,0,0,10.42,low
U02206,0,0,19.01,medium
U02207,1,1,0.0,low
U02208,1,1,22.76,low
U02209,0,1,0.0,low
U02210,0,1,0.0,low
U02211,1,0,5.06,medium
U02212,1,0,0.0,medium
U02213,1,1,55.56,low
U02214,1,1,33.77,low
U02215,1,1,27.89,low
U02216,0,0,21.75,low
U02217,1,1,5.69,medium
U02218,1,1,0.0,low
U02219,1,0,0.0,low
U02220,0,0,0.0,low
U02221,1,1,0.0,low
U02222,1,1,0.0,low
U02223,1,0,0.0,low
U02224,0,0,0.0,low
U02225,1,1,0.0,low
U02226,0,0,0.0,low
U02227,0,0,0.0,medium
U02228,1,1,0.0,low
U02229,1,1,23.62,low
U02230,1,1,0.0,low
U02231,0,0,0.0,low
U02232,1,1,14.69,low
U02233,1,1,0.0,low
U02234,1,1,35.03,low
U02235,1,1,0.0,medium
U02236,0,0,0.0,medium
U02237,1,1,41.29,low
U02238,1,0,0.0,low
U02239,0,0,0.0,medium
U02240,1,1,0.0,low
U02241,0,0,0.0,medium
U02242,0,1,0.0,low
U02243,0,0,0.0,medium
U02244,0,0,0.0,medium
U02245,1,0,0.0,low
U02246,1,1,47.26,low
U02247,1,1,0.0,low
U02248,0,1,17.73,medium
U02249,1,0,0.0,low
U02250,1,0,0.0,medium
U02251,1,1,0.0,low
U02252,0,0,0.0,low
U02253,0,1,0.0,medium
U02254,0,0,19.75,low
U02255,1,1,0.0,low
U02256,0,1,0.0,high
U02257,1,1,0.0,low
U02258,0,0,0.0,medium
U02259,1,1,0.0,low
U02260,1,1,0.0,medium
U02261,1,0,0.0,high
U02262,1,0,48.75,medium
U02263,1,1,0.0,low
U02264,1,1,14.06,low
U02265,1,1,0.0,low
U02266,1,1,39.94,low
U02267,1,0,0.0,low
U02268,1,0,27.32,medium
U02269,0,1,16.14,medium
U02270,1,1,46.45,low
U02271,1,1,24.15,low
U02272,1,1,0.0,low
U02273,0,0,0.0,medium
U02274,1,1,0.0,low
U02275,1,1,84.21,low
U02276,1,1,54.03,low
U02277,1,1,0.0,medium
U02278,0,0,15.12,low
U02279,1,1,14.31,low
U02280,1,1,0.0,low
U02281,1,1,30.57,low
U02282,1,1,45.26,low
U02283,0,0,0.0,high
U02284,0,1,0.0,low
U02285,0,0,0.0,low
U02286,0,0,0.0,medium
U02287,0,0,0.0,high
U02288,1,1,0.0,low
U02289,1,1,15.34,low
U02290,0,1,0.0,low
U02291,1,1,36.16,low
U02292,0,0,0.0,medium
U02293,1,1,20.38,low
U02294,0,0,31.23,medium
U02295,1,0,11.6,low
U02296,1,0,20.35,low
U02297,1,0,0.0,medium
U02298,0,0,0.0,low
U02299,1,1,0.0,low
U02300,1,1,0.0,low
U02301,0,1,0.0,low
U02302,0,0,0.0,medium
U02303,0,1,0.0,low
U02304,1,0,0.0,low
U02305,0,0,13.99,medium
U02306,1,0,39.53,low
U02307,1,1,0.0,low
U02308,1,0,57.23,low
U02309,0,0,15.68,low
U02310,0,1,0.0,low
U02311,1,0,0.0,low
U02312,1,0,0.0,low
U02313,1,1,4.29,low
U02314,1,0,45.54,low
U02315,1,0,0.0,low
U02316,1,0,0.0,high
U02317,1,1,0.0,low
U02318,0,0,0.0,low
U02319,0,0,0.0,high
U02320,1,1,0.0,low
U02321,1,1,0.0,low
U02322,0,0,0.0,high
U02323,1,0,8.74,low
U02324,1,1,0.0,low
U02325,1,1,79.74,low
U02326,1,1,0.0,low
U02327,1,1,0.0,low
U02328,1,1,0.0,low
U02329,0,0,8.31,high
U02330,1,1,35.56,low
U02331,0,0,54.76,medium
U02332,1,1,0.0,low
U02333,1,1,46.5,low
U02334,1,1,26.26,low
U02335,0,1,0.0,low
U02336,0,1,0.0,low
U02337,1,0,34.15,low
U02338,1,1,0.0,medium
U02339,1,1,15.09,low
U02340,1,1,64.67,low
U02341,1,1,0.0,low
U02342,0,1,0.0,medium
U02343,1,1,0.0,medium
U02344,0,0,0.0,medium
U02345,1,1,6.41,low
U02346,1,1,0.0,low
U02347,1,1,0.0,low
U02348,0,0,18.11,high
U02349,0,0,0.0,low
U02350,1,1,0.0,low
U02351,1,1,0.0,medium
U02352,1,0,0.0,low
U02353,0,0,3.84,low
U02354,0,0,0.0,high
U02355,1,0,26.87,low
U02356,1,1,0.0,low
U02357,1,1,0.0,medium
U02358,1,0,0.0,high
U02359,1,1,0.0,low
U02360,1,1,0.0,medium
U02361,1,1,0.0,low
U02362,1,1,0.0,high
U02363,1,0,28.45,low
U02364,1,1,19.79,low
U02365,0,0,0.0,low
U02366,1,1,0.0,low
U02367,0,0,0.0,medium
U02368,1,1,0.0,low
U02369,1,0,0.0,low
U02370,1,1,0.0,low
U02371,1,1,0.0,low
U02372,1,0,58.99,low
U02373,0,0,32.39,low
U02374,1,1,14.47,low
U02375,1,0,0.0,low
U02376,0,0,0.0,medium
U02377,1,0,34.89,medium
U02378,1,0,75.88,medium
U02379,0,1,21.19,low
U02380,1,1,0.0,low
U02381,0,1,0.0,medium
U02382,1,0,26.17,medium
U02383,1,1,28.42,low
U02384,1,1,79.32,low
U02385,1,1,102.83,low
U02386,0,1,0.0,high
U02387,1,1,0.0,low
U02388,1,1,0.0,low
U02389,1,0,29.98,medium
U02390,1,1,61.8,medium
U02391,1,1,0.0,low
U02392,1,0,24.74,low
U02393,1,1,30.3,low
U02394,1,1,47.58,low
U02395,1,1,34.21,low
U02396,0,1,0.0,low
U02397,0,0,20.37,high
U02398,1,1,39.28,low
U02399,1,0,0.0,low
U02400,0,0,37.5,low
U02401,1,1,0.0,low
U02402,1,0,0.0,high
U02403,0,1,25.22,low
U02404,0,1,0.0,low
U02405,0,0,28.67,high
U02406,0,0,36.64,low
U02407,1,0,0.0,low
U02408,0,0,0.0,low
U02409,1,1,24.02,low
U02410,1,1,31.26,low
U02411,1,1,5.27,low
U02412,0,0,0.0,medium
U02413,0,1,0.0,low
U02414,1,1,0.0,low
U02415,0,0,19.12,low
U02416,1,1,20.74,low
U02417,0,0,0.0,medium
U02418,0,1,13.31,low
U02419,0,0,0.0,low
U02420,1,0,0.0,low
U02421,0,0,0.0,medium
U02422,1,1,40.12,medium
U02423,0,0,19.38,medium
U02424,0,0,53.7,medium
U02425,1,1,0.0,medium
U02426,1,1,0.0,low
U02427,0,1,0.0,low
U02428,1,1,47.53,low
U02429,0,0,0.0,medium
U02430,1,0,23.13,medium
U02431,1,1,15.22,low
U02432,1,0,36.75,low
U02433,1,0,0.0,low
U02434,0,0,34.04,low
U02435,1,1,24.24,low
U02436,0,0,0.0,low
U02437,1,1,37.01,low
U02438,1,1,23.72,low
U02439,1,1,13.49,low
U02440,1,1,0.0,low
U02441,1,1,17.01,low
U02442,1,1,0.0,low
U02443,1,1,0.0,low
U02444,1,1,0.0,low
U02445,0,0,0.0,high
U02446,0,0,14.93,medium
U02447,1,0,0.0,low
U02448,0,0,0.0,high
U02449,0,0,56.83,high
U02450,0,0,0.0,high
U02451,0,0,0.0,medium
U02452,1,1,0.0,low
U02453,1,0,30.57,medium
U02454,1,1,0.0,low
U02455,1,1,0.0,low
U02456,1,1,30.12,low
U02457,1,0,26.06,low
U02458,0,1,0.0,high
U02459,1,1,20.03,low
U02460,1,1,0.0,low
U02461,1,0,24.92,low
U02462,1,1,37.19,low
U02463,1,1,45.53,low
U02464,0,1,0.0,low
U02465,1,1,67.77,low
U02466,1,1,18.88,low
U02467,0,1,0.0,low
U02468,0,0,40.18,low
U02469,1,0,0.0,medium
U02470,0,0,0.0,medium
U02471,1,1,0.0,low
U02472,1,1,0.0,low
U02473,0,1,0.0,medium
U02474,0,1,0.0,low
U02475,1,0,0.0,low
U02476,0,0,15.47,medium
U02477,1,1,36.36,low
U02478,0,1,0.0,low
U02479,0,0,0.0,medium
U02480,0,0,0.0,low
U02481,1,1,57.97,low
U02482,0,1,0.0,low
U02483,1,1,5.9,low
U02484,0,1,0.0,low
U02485,0,0,15.95,low
U02486,0,0,0.0,low
U02487,1,1,0.0,low
U02488,1,1,18.96,low
U02489,1,1,4.47,low
U02490,1,1,0.0,low
U02491,1,0,10.51,high
U02492,1,1,0.0,low
U02493,1,0,0.0,high
U02494,0,0,2.73,high
U02495,1,1,0.0,low
U02496,1,1,19.52,low
U02497,0,0,23.06,low
U02498,1,1,37.57,low
U02499,0,1,21.6,low
U02500,1,1,40.18,low
U02501,0,0,21.86,medium
U02502,1,1,21.15,low
U02503,1,1,38.31,medium
U02504,1,1,0.0,low
U02505,0,0,0.0,low
U02506,1,1,0.0,medium
U02507,1,1,0.0,low
U02508,0,0,0.0,high
U02509,1,1,24.16,low
U02510,1,1,0.0,low
U02511,1,1,18.88,low
U02512,0,0,9.93,low
U02513,0,1,28.85,low
U02514,0,0,70.27,low
U02515,1,0,0.0,low
U02516,0,0,0.0,medium
U02517,0,0,0.0,low
U02518,0,1,0.0,high
U02519,1,0,50.3,low
U02520,0,0,0.0,medium
U02521,0,1,20.03,medium
U02522,1,1,35.35,medium
U02523,1,1,61.95,low
U02524,1,1,21.16,low
U02525,0,0,20.03,medium
U02526,1,1,32.68,low
U02527,0,0,61.05,medium
U02528,1,1,0.0,low
U02529,1,1,0.0,low
U02530,0,0,0.0,medium
U02531,0,1,7.81,low
U02532,1,0,0.0,low
U02533,1,1,0.0,low
U02534,1,1,0.0,low
U02535,1,1,10.92,low
U02536,1,1,40.51,low
U02537,1,0,64.33,low
U02538,1,1,14.71,medium
U02539,0,0,0.0,medium
U02540,1,1,0.0,medium
U02541,0,1,0.0,medium
U02542,0,0,46.16,low
U02543,0,1,33.61,medium
U02544,1,1,14.0,low
U02545,1,1,0.0,medium
U02546,1,1,37.45,low
U02547,0,0,16.88,medium
U02548,1,1,30.64,low
U02549,0,0,53.77,medium
U02550,0,0,0.0,low
U02551,1,0,0.0,low
U02552,1,1,36.65,high
U02553,1,0,0.0,high
U02554,0,1,0.0,low
U02555,1,1,0.0,low
U02556,0,0,0.0,high
U02557,1,0,0.0,low
U02558,1,0,32.44,medium
U02559,0,0,4.06,high
U02560,1,1,0.0,low
U02561,0,1,9.01,low
U02562,1,0,42.94,low
U02563,0,0,16.63,medium
U02564,1,1,0.0,low
U02565,1,0,0.0,medium
U02566,0,0,0.0,high
U02567,1,1,19.7,medium
U02568,1,1,10.53,low
U02569,1,1,27.48,low
U02570,0,0,22.84,medium
U02571,1,1,12.74,low
U02572,0,0,0.0,medium
U02573,1,1,0.0,low
U02574,1,0,33.14,medium
U02575,1,1,21.43,low
U02576,1,1,18.11,low
U02577,0,0,0.0,low
U02578,1,1,0.0,medium
U02579,1,1,12.88,low
U02580,1,1,16.36,low
U02581,0,1,0.0,low
U02582,1,1,42.41,medium
U02583,1,1,15.92,low
U02584,1,1,0.0,low
U02585,0,0,23.91,low
U02586,1,0,0.0,low
U02587,1,1,11.3,low
U02588,1,1,0.0,low
U02589,0,1,0.0,medium
U02590,0,0,0.0,medium
U02591,1,1,0.0,low
U02592,1,1,0.0,low
U02593,1,0,0.0,low
U02594,0,0,0.0,low
U02595,1,1,0.0,low
U02596,1,1,28.73,medium
U02597,1,1,40.78,low
U02598,1,0,18.06,high
U02599,1,1,0.0,low
U02600,1,1,0.0,low
U02601,1,1,0.0,low
U02602,0,0,0.0,medium
U02603,1,0,10.82,low
U02604,1,1,0.0,low
U02605,0,0,18.46,medium
U02606,1,1,6.92,low
U02607,1,1,44.69,low
U02608,1,1,0.0,low
U02609,1,1,0.0,low
U02610,0,1,49.95,low
U02611,1,1,17.15,medium
U02612,0,0,0.0,high
U02613,0,0,0.0,low
U02614,0,0,0.0,medium
U02615,1,1,0.0,low
U02616,1,1,0.0,medium
U02617,1,1,29.93,low
U02618,1,1,57.17,low
U02619,1,1,0.0,low
U02620,1,0,0.0,low
U02621,1,1,0.0,low
U02622,0,0,64.8,medium
U02623,1,1,33.97,low
U02624,0,1,0.0,low
U02625,0,1,0.0,low
U02626,0,0,2.63,medium
U02627,1,0,43.18,medium
U02628,1,1,17.94,low
U02629,0,1,0.0,medium
U02630,1,1,12.49,low
U02631,1,1,16.94,low
U02632,0,1,52.07,low
U02633,1,1,0.0,low
U02634,1,1,40.69,low
U02635,1,1,5.05,medium
U02636,1,1,0.0,low
U02637,1,1,13.58,low
U02638,0,1,81.37,low
U02639,1,1,24.72,low
U02640,0,0,0.0,medium
U02641,1,1,0.0,low
U02642,1,1,0.0,low
U02643,1,1,0.0,low
U02644,1,1,48.78,low
U02645,1,1,0.0,low
U02646,1,1,0.0,low
U02647,1,1,0.0,low
U02648,1,0,0.0,medium
U02649,1,0,18.99,medium
U02650,0,0,7.25,low
U02651,1,1,0.0,low
U02652,0,0,0.0,medium
U02653,1,1,52.0,low
U02654,1,0,0.0,low
U02655,0,1,20.78,medium
U02656,0,1,0.0,low
U02657,0,0,0.0,medium
U02658,1,0,0.0,low
U02659,1,1,30.62,low
U02660,1,0,22.07,low
U02661,1,1,0.0,low
U02662,1,0,12.19,medium
U02663,1,1,50.87,low
U02664,1,1,0.0,low
U02665,0,0,37.91,low
U02666,1,1,0.0,low
U02667,1,1,52.25,low
U02668,1,0,0.0,medium
U02669,1,1,0.0,low
U02670,1,1,0.0,medium
U02671,0,0,0.0,medium
U02672,1,1,0.0,low
U02673,0,1,36.67,medium
U02674,0,0,23.44,medium
U02675,1,1,0.0,low
U02676,0,1,14.58,low
U02677,1,1,3.03,low
U02678,0,0,0.0,medium
U02679,0,0,0.0,medium
U02680,1,1,0.0,low
U02681,1,1,0.0,low
U02682,1,0,11.86,low
U02683,0,1,0.0,low
U02684,1,1,0.0,low
U02685,1,1,0.0,medium
U02686,1,0,28.35,low
U02687,1,1,42.31,low
U02688,0,0,0.0,medium
U02689,1,1,38.09,low
U02690,0,1,0.0,low
U02691,0,0,42.33,low
U02692,1,1,33.26,medium
U02693,1,0,0.0,low
U02694,1,1,4.11,low
U02695,0,0,0.0,medium
U02696,1,0,0.0,medium
U02697,0,0,32.74,high
U02698,1,1,71.54,low
U02699,1,0,0.0,low
U02700,1,1,16.39,medium
U02701,1,1,0.0,low
U02702,1,1,28.23,low
U02703,0,0,24.52,low
U02704,1,0,0.0,low
U02705,1,1,28.73,low
U02706,1,0,0.0,medium
U02707,1,0,0.0,low
U02708,1,1,5.97,low
U02709,1,1,0.0,low
U02710,1,0,0.0,low
U02711,1,1,0.0,low
U02712,1,1,45.49,low
U02713,0,1,0.0,low
U02714,1,0,0.0,low
U02715,1,0,56.3,low
U02716,0,0,0.0,high
U02717,0,0,54.71,medium
U02718,1,1,0.0,medium
U02719,0,1,0.0,medium
U02720,1,1,0.0,low
U02721,1,1,0.0,low
U02722,1,0,0.0,low
U02723,1,1,0.0,low
U02724,0,0,0.0,low
U02725,0,0,6.95,high
U02726,1,1,30.55,low
U02727,1,0,0.0,medium
U02728,1,1,8.75,low
U02729,1,0,0.0,low
U02730,1,1,38.83,high
U02731,1,1,49.87,low
U02732,0,0,0.0,medium
U02733,1,1,38.23,low
U02734,1,0,0.0,medium
U02735,1,1,11.73,low
U02736,1,0,36.85,medium
U02737,0,1,36.4,low
U02738,1,1,0.0,low
U02739,1,0,0.0,low
U02740,1,1,27.71,low
U02741,0,1,56.81,low
U02742,1,0,0.0,low
U02743,0,1,3.13,medium
U02744,0,0,0.0,low
U02745,1,0,43.08,low
U02746,1,1,28.93,low
U02747,1,1,14.72,low
U02748,0,0,13.08,high
U02749,0,0,34.6,medium
U02750,1,0,8.98,low
U02751,1,0,56.81,low
U02752,1,1,10.02,low
U02753,1,1,12.18,low
U02754,1,1,0.0,low
U02755,0,1,0.0,medium
U02756,1,0,0.0,low
U02757,1,0,0.0,low
U02758,1,0,31.56,medium
U02759,1,1,18.61,low
U02760,1,0,64.17,low
U02761,1,1,38.24,low
U02762,1,0,0.0,low
U02763,1,0,0.0,low
U02764,1,1,43.96,low
U02765,1,0,42.67,low
U02766,1,1,31.98,low
U02767,0,0,18.36,low
U02768,1,1,0.0,low
U02769,1,1,8.13,low
U02770,0,1,14.01,low
U02771,1,1,30.42,low
U02772,1,0,0.0,medium
U02773,1,1,0.0,low
U02774,1,1,0.0,low
U02775,1,1,36.38,low
U02776,0,0,7.54,low
U02777,1,1,6.45,low
U02778,1,0,0.0,low
U02779,1,1,51.89,low
U02780,0,0,0.0,high
U02781,1,1,25.13,low
U02782,1,1,47.69,low
U02783,0,0,0.0,low
U02784,1,1,0.0,low
U02785,1,1,33.46,low
U02786,1,1,44.31,low
U02787,1,1,33.86,low
U02788,1,1,39.17,low
U02789,0,0,0.0,medium
U02790,0,1,0.0,low
U02791,1,0,11.82,low
U02792,1,1,27.03,low
U02793,1,1,14.63,low
U02794,1,0,73.49,low
U02795,0,1,34.02,medium
U02796,1,1,69.81,low
U02797,1,1,0.0,low
U02798,1,1,7.58,low
U02799,1,1,20.92,low
U02800,1,1,0.0,low
U02801,1,1,49.07,low
U02802,1,1,18.01,low
U02803,1,0,0.0,low
U02804,1,1,4.35,low
U02805,0,0,0.0,high
U02806,1,1,0.0,low
U02807,0,1,43.39,low
U02808,1,1,0.0,medium
U02809,1,0,35.94,low
U02810,1,1,12.84,low
U02811,0,0,0.0,low
U02812,1,1,49.3,low
U02813,0,1,0.0,medium
U02814,0,0,0.0,medium
U02815,1,1,18.68,low
U02816,1,1,24.62,low
U02817,0,1,0.0,low
U02818,1,0,20.16,medium
U02819,1,1,9.56,low
U02820,1,1,42.62,low
U02821,1,0,15.33,low
U02822,1,1,26.16,low
U02823,1,1,35.91,low
U02824,1,1,49.38,low
U02825,1,1,26.21,low
U02826,1,0,0.0,low
U02827,1,1,0.0,low
U02828,1,1,84.37,low
U02829,0,0,0.0,high
U02830,1,1,2.73,low
U02831,1,1,15.45,low
U02832,1,1,26.06,low
U02833,0,1,44.78,low
U02834,1,0,25.15,low
U02835,1,1,39.31,low
U02836,1,0,60.55,low
U02837,0,0,0.0,medium
U02838,0,0,0.0,medium
U02839,0,0,16.25,low
U02840,0,0,14.33,medium
U02841,1,1,33.81,low
U02842,0,0,0.0,medium
U02843,1,0,0.0,high
U02844,1,1,0.0,low
U02845,0,1,0.0,low
U02846,0,1,0.0,low
U02847,0,0,0.0,high
U02848,0,1,45.3,low
U02849,0,0,0.0,medium
U02850,1,1,0.0,low
U02851,0,1,4.0,low
U02852,1,1,0.0,low
U02853,1,1,0.0,low
U02854,1,1,0.0,low
U02855,1,0,22.94,low
U02856,0,0,27.42,high
U02857,1,1,42.05,low
U02858,1,1,0.0,low
U02859,1,1,22.67,low
U02860,0,1,0.0,low
U02861,1,1,0.0,medium
U02862,0,1,0.0,medium
U02863,0,1,0.0,medium
U02864,0,0,0.0,low
U02865,0,0,0.0,medium
U02866,1,1,54.02,low
U02867,1,1,0.0,low
U02868,1,1,30.12,low
U02869,1,1,0.0,low
U02870,1,1,32.56,low
U02871,1,0,30.48,low
U02872,1,1,46.42,low
U02873,1,0,0.0,low
U02874,1,1,76.56,low
U02875,1,1,35.1,low
U02876,1,0,0.0,low
U02877,1,1,56.12,low
U02878,0,0,57.11,low
U02879,0,0,0.0,high
U02880,1,1,0.0,medium
U02881,1,0,22.1,low
U02882,1,1,0.0,low
U02883,1,1,0.0,low
U02884,1,1,0.0,low
U02885,1,1,13.75,low
U02886,0,0,0.0,medium
U02887,0,0,19.17,high
U02888,1,1,0.0,low
U02889,0,0,36.66,medium
U02890,0,1,14.73,low
U02891,1,1,0.0,low
U02892,1,1,44.45,low
U02893,1,1,0.0,medium
U02894,0,0,0.0,medium
U02895,1,1,0.0,low
U02896,0,0,0.0,medium
U02897,1,1,0.0,low
U02898,1,1,0.0,low
U02899,1,1,0.0,low
U02900,0,1,0.0,medium
U02901,0,1,0.0,medium
U02902,1,1,0.0,low
U02903,1,1,0.0,low
U02904,0,1,42.49,medium
U02905,0,0,39.42,low
U02906,1,1,0.0,low
U02907,1,0,14.92,low
U02908,1,1,25.65,low
U02909,1,0,0.0,medium
U02910,1,1,59.81,low
U02911,0,0,0.0,medium
U02912,1,1,50.92,low
U02913,1,1,0.0,low
U02914,1,1,35.53,low
U02915,1,0,34.49,low
U02916,1,1,9.85,low
U02917,0,0,0.0,low
U02918,1,0,0.0,medium
U02919,1,1,21.17,low
U02920,1,0,0.0,medium
U02921,1,0,0.0,low
U02922,1,0,18.76,low
U02923,0,0,0.0,high
U02924,1,0,0.0,medium
U02925,1,1,0.0,low
U02926,0,0,0.0,medium
U02927,1,0,21.21,low
U02928,1,1,51.14,medium
U02929,1,1,0.0,high
U02930,0,0,0.0,low
U02931,1,1,0.0,low
U02932,0,0,0.0,low
U02933,1,1,0.0,medium
U02934,0,0,24.73,medium
U02935,1,0,0.0,medium
U02936,0,1,0.0,low
U02937,1,1,26.38,low
U02938,1,0,0.0,medium
