user_id,signup_date,country,device,acquisition_channel,age_band,player_type_seed
U02468,2026-02-10,Canada,Android,paid_social,18-24,collector
U02469,2026-01-02,United States,iOS,store_feature,35-44,competitive
U02470,2026-01-13,Germany,Android,influencer,18-24,casual
U02471,2026-02-23,Germany,Android,referral,45-54,casual
U02472,2026-01-06,United States,iOS,referral,45-54,casual
U02473,2026-01-25,Canada,Web,paid_social,45-54,collector
U02474,2026-01-13,Japan,iOS,store_feature,35-44,casual
U02475,2026-01-07,Germany,Android,organic,18-24,casual
U02476,2026-01-26,Canada,iOS,referral,25-34,collector
U02477,2026-02-01,United Kingdom,Android,paid_social,35-44,competitive
U02478,2026-01-11,United States,Android,paid_social,25-34,casual
U02479,2026-01-05,Japan,iOS,influencer,35-44,competitive
U02480,2026-01-09,India,iOS,paid_social,25-34,competitive
U02481,2026-02-09,India,iOS,organic,18-24,casual
U02482,2026-02-21,United States,iOS,referral,25-34,casual
U02483,2026-01-11,Canada,Web,influencer,35-44,competitive
U02484,2026-01-20,United States,Android,referral,25-34,casual
U02485,2026-01-21,Canada,Android,store_feature,35-44,collector
U02486,2026-01-22,Canada,Web,store_feature,25-34,casual
U02487,2026-01-15,Germany,Android,store_feature,35-44,competitive
U02488,2026-01-04,United States,Android,paid_social,35-44,competitive
U02489,2026-02-01,India,iOS,paid_social,25-34,casual
U02490,2026-01-22,United States,iOS,store_feature,25-34,casual
U02491,2026-01-21,United States,iOS,influencer,25-34,collector
U02492,2026-01-16,Japan,iOS,organic,18-24,competitive
U02493,2026-02-25,Brazil,iOS,organic,35-44,casual
U02494,2026-02-06,Canada,iOS,paid_social,18-24,casual
U02495,2026-01-26,Germany,iOS,store_feature,45-54,casual
U02496,2026-01-13,United States,Android,store_feature,35-44,casual
U02497,2026-02-18,United States,iOS,paid_social,25-34,casual
U02498,2026-02-23,United Kingdom,iOS,organic,45-54,competitive
U02499,2026-01-02,Canada,iOS,organic,35-44,casual
U02500,2026-02-25,Germany,Android,store_feature,18-24,competitive
U02501,2026-02-11,United States,Android,paid_social,35-44,collector
U02502,2026-01-06,Brazil,Android,organic,55+,collector
U02503,2026-02-15,Japan,iOS,organic,18-24,competitive
U02504,2026-01-07,United States,iOS,store_feature,18-24,casual
U02505,2026-01-04,United States,iOS,paid_social,25-34,casual
U02506,2026-01-07,United Kingdom,iOS,organic,25-34,casual
U02507,2026-01-28,Japan,iOS,organic,35-44,casual
U02508,2026-02-07,Brazil,Web,influencer,25-34,collector
U02509,2026-01-25,Brazil,iOS,paid_social,35-44,competitive
U02510,2026-01-08,Canada,iOS,paid_social,18-24,competitive
U02511,2026-01-12,United States,Android,organic,25-34,casual
U02512,2026-02-21,United Kingdom,Android,organic,45-54,casual
U02513,2026-02-27,United States,iOS,store_feature,25-34,collector
U02514,2026-02-15,Brazil,iOS,store_feature,25-34,casual
U02515,2026-01-07,United States,Web,paid_social,18-24,casual
U02516,2026-02-19,United States,iOS,influencer,18-24,competitive
U02517,2026-02-11,United Kingdom,Android,paid_social,25-34,competitive
U02518,2026-02-01,United Kingdom,Android,store_feature,25-34,casual
U02519,2026-01-09,Germany,iOS,organic,35-44,casual
U02520,2026-03-01,United Kingdom,Android,paid_social,35-44,competitive
U02521,2026-01-27,India,iOS,store_feature,45-54,collector
U02522,2026-01-03,Japan,iOS,influencer,45-54,casual
U02523,2026-01-13,Japan,iOS,referral,18-24,competitive
U02524,2026-01-25,Germany,Web,referral,18-24,casual
U02525,2026-01-04,Germany,iOS,store_feature,45-54,competitive
U02526,2026-01-20,Germany,iOS,referral,25-34,competitive
U02527,2026-01-29,United Kingdom,Web,organic,25-34,competitive
U02528,2026-02-26,Canada,iOS,paid_social,18-24,competitive
U02529,2026-01-06,Germany,Web,referral,35-44,casual
U02530,2026-02-04,United States,Android,paid_social,25-34,casual
U02531,2026-02-24,United States,Android,influencer,18-24,competitive
U02532,2026-02-18,Japan,Android,paid_social,25-34,casual
U02533,2026-02-25,United States,Android,organic,35-44,competitive
U02534,2026-01-11,United Kingdom,iOS,organic,25-34,casual
U02535,2026-02-18,Germany,Web,store_feature,35-44,casual
U02536,2026-02-28,United States,Web,organic,25-34,competitive
U02537,2026-01-20,India,Web,store_feature,25-34,casual
U02538,2026-01-30,United States,Android,organic,25-34,collector
U02539,2026-02-01,India,Android,paid_social,18-24,casual
U02540,2026-01-30,Japan,Android,store_feature,25-34,casual
U02541,2026-01-18,United States,iOS,paid_social,45-54,casual
U02542,2026-02-28,United States,Android,store_feature,18-24,casual
U02543,2026-02-27,Canada,Android,organic,55+,competitive
U02544,2026-01-23,Canada,Android,paid_social,18-24,casual
U02545,2026-02-18,United States,iOS,paid_social,25-34,casual
U02546,2026-01-24,India,Android,influencer,35-44,collector
U02547,2026-02-17,United States,Android,organic,45-54,casual
U02548,2026-02-05,Japan,Android,organic,18-24,casual
U02549,2026-01-29,United States,Web,referral,18-24,collector
U02550,2026-01-08,India,Android,influencer,35-44,competitive
U02551,2026-02-09,United States,iOS,store_feature,25-34,casual
U02552,2026-01-20,United Kingdom,iOS,store_feature,35-44,collector
U02553,2026-01-14,Germany,Android,paid_social,45-54,casual
U02554,2026-01-12,United States,iOS,paid_social,18-24,casual
U02555,2026-02-28,Japan,Android,store_feature,45-54,casual
U02556,2026-01-07,United States,iOS,store_feature,18-24,collector
U02557,2026-02-17,Germany,iOS,store_feature,45-54,casual
U02558,2026-02-21,Germany,iOS,store_feature,55+,competitive
U02559,2026-01-02,Germany,Android,store_feature,35-44,casual
U02560,2026-02-05,United States,Web,organic,55+,casual
U02561,2026-02-04,United States,Web,organic,45-54,collector
U02562,2026-01-22,United States,Android,influencer,18-24,collector
U02563,2026-02-10,Canada,Android,paid_social,18-24,casual
U02564,2026-01-25,United States,iOS,organic,18-24,casual
U02565,2026-01-27,India,Android,paid_social,25-34,competitive
U02566,2026-01-26,United Kingdom,Web,referral,35-44,casual
U02567,2026-02-18,Germany,iOS,store_feature,25-34,casual
U02568,2026-02-07,Canada,Web,store_feature,35-44,casual
U02569,2026-01-23,United States,iOS,organic,25-34,collector
U02570,2026-02-25,United Kingdom,iOS,paid_social,18-24,casual
U02571,2026-02-18,United States,Android,organic,18-24,casual
U02572,2026-02-25,Canada,Web,influencer,55+,casual
U02573,2026-02-13,United Kingdom,iOS,organic,25-34,casual
U02574,2026-01-24,United Kingdom,Android,referral,25-34,casual
U02575,2026-02-16,India,iOS,paid_social,18-24,casual
U02576,2026-01-20,United States,Android,referral,55+,competitive
U02577,2026-01-17,United Kingdom,Android,paid_social,18-24,casual
U02578,2026-01-28,United States,iOS,referral,35-44,casual
U02579,2026-02-28,Canada,Android,referral,18-24,collector
U02580,2026-02-04,Brazil,Android,organic,18-24,casual
U02581,2026-01-24,United States,Android,paid_social,35-44,casual
U02582,2026-01-28,Germany,iOS,paid_social,35-44,casual
U02583,2026-01-18,Canada,iOS,organic,35-44,competitive
U02584,2026-02-09,United States,Web,store_feature,18-24,competitive
U02585,2026-01-22,India,Android,organic,55+,competitive
U02586,2026-02-03,Canada,Android,store_feature,25-34,competitive
U02587,2026-01-23,Japan,Android,organic,55+,casual
U02588,2026-01-20,Canada,Android,store_feature,18-24,collector
U02589,2026-02-28,India,iOS,organic,25-34,casual
U02590,2026-01-21,United States,Android,paid_social,25-34,casual
U02591,2026-01-05,Canada,Android,organic,35-44,casual
U02592,2026-01-23,Brazil,iOS,referral,35-44,casual
U02593,2026-02-01,Canada,iOS,organic,25-34,casual
U02594,2026-01-06,Canada,Android,store_feature,18-24,casual
U02595,2026-01-19,India,Web,paid_social,18-24,competitive
U02596,2026-01-10,Germany,Android,influencer,18-24,competitive
U02597,2026-01-31,Brazil,iOS,referral,45-54,competitive
U02598,2026-02-13,Brazil,Web,paid_social,25-34,casual
U02599,2026-02-28,Japan,iOS,store_feature,18-24,casual
U02600,2026-01-24,Japan,iOS,organic,25-34,competitive
U02601,2026-02-21,Germany,Web,referral,18-24,casual
U02602,2026-01-13,United States,Android,paid_social,55+,casual
U02603,2026-02-16,United States,Web,referral,25-34,casual
U02604,2026-02-03,Germany,Android,organic,45-54,casual
U02605,2026-02-15,Japan,Android,paid_social,35-44,casual
U02606,2026-02-15,United Kingdom,iOS,referral,25-34,competitive
U02607,2026-02-01,United States,iOS,paid_social,25-34,competitive
U02608,2026-01-16,United States,Web,organic,35-44,collector
U02609,2026-02-01,United Kingdom,Web,paid_social,35-44,casual
U02610,2026-02-19,Japan,iOS,store_feature,18-24,casual
U02611,2026-02-28,United States,iOS,organic,45-54,competitive
U02612,2026-02-25,Germany,iOS,paid_social,25-34,casual
U02613,2026-01-11,Brazil,iOS,influencer,25-34,casual
U02614,2026-02-05,India,Web,influencer,25-34,competitive
U02615,2026-01-07,United States,iOS,organic,35-44,casual
U02616,2026-02-10,India,Android,paid_social,25-34,casual
U02617,2026-03-01,Germany,Web,organic,25-34,casual
U02618,2026-01-04,Japan,Android,influencer,18-24,competitive
U02619,2026-02-09,United States,Android,paid_social,25-34,casual
U02620,2026-02-26,United Kingdom,iOS,paid_social,18-24,casual
U02621,2026-02-20,Germany,iOS,organic,45-54,casual
U02622,2026-01-24,Canada,iOS,paid_social,25-34,competitive
U02623,2026-01-07,United Kingdom,iOS,organic,55+,collector
U02624,2026-02-25,Germany,iOS,store_feature,35-44,collector
U02625,2026-02-25,Germany,iOS,paid_social,35-44,competitive
U02626,2026-02-04,United States,iOS,paid_social,55+,casual
U02627,2026-02-28,United Kingdom,iOS,store_feature,18-24,casual
U02628,2026-01-01,United States,Web,organic,25-34,casual
U02629,2026-02-06,India,iOS,organic,18-24,casual
U02630,2026-01-03,India,iOS,paid_social,18-24,competitive
U02631,2026-02-26,United States,Web,store_feature,25-34,casual
U02632,2026-02-10,United States,iOS,organic,35-44,collector
U02633,2026-02-24,United States,Android,store_feature,45-54,casual
U02634,2026-02-03,United Kingdom,Android,paid_social,18-24,competitive
U02635,2026-01-05,Japan,Android,paid_social,35-44,collector
U02636,2026-01-02,United Kingdom,iOS,paid_social,18-24,casual
U02637,2026-01-21,United States,Android,organic,18-24,competitive
U02638,2026-02-14,United States,Android,organic,18-24,competitive
U02639,2026-01-10,United States,iOS,referral,25-34,competitive
U02640,2026-02-21,Japan,iOS,paid_social,25-34,competitive
U02641,2026-01-15,Germany,iOS,paid_social,25-34,casual
U02642,2026-01-30,Germany,Android,influencer,18-24,casual
U02643,2026-01-13,Canada,iOS,organic,25-34,competitive
U02644,2026-01-28,India,iOS,paid_social,35-44,competitive
U02645,2026-01-28,Canada,Android,paid_social,18-24,competitive
U02646,2026-01-01,Japan,Web,organic,35-44,casual
U02647,2026-02-04,India,iOS,influencer,35-44,casual
U02648,2026-02-17,United Kingdom,iOS,influencer,25-34,casual
U02649,2026-02-26,India,iOS,organic,18-24,collector
U02650,2026-01-20,United States,Android,influencer,45-54,casual
U02651,2026-02-22,Brazil,Android,organic,25-34,casual
U02652,2026-02-22,United States,Web,influencer,25-34,casual
U02653,2026-03-01,United Kingdom,iOS,store_feature,45-54,casual
U02654,2026-01-23,United States,iOS,organic,45-54,casual
U02655,2026-02-21,United States,iOS,paid_social,35-44,competitive
U02656,2026-02-03,United States,iOS,store_feature,45-54,casual
U02657,2026-01-04,Canada,Android,organic,18-24,casual
U02658,2026-01-17,Germany,Android,paid_social,35-44,casual
U02659,2026-02-10,United Kingdom,iOS,referral,25-34,casual
U02660,2026-01-10,Canada,Android,organic,45-54,competitive
U02661,2026-01-27,India,iOS,organic,25-34,collector
U02662,2026-02-16,India,Android,organic,18-24,competitive
U02663,2026-01-09,United States,iOS,referral,25-34,collector
U02664,2026-01-30,Canada,Android,paid_social,35-44,casual
U02665,2026-01-13,Brazil,iOS,paid_social,25-34,collector
U02666,2026-02-02,Brazil,Web,organic,35-44,casual
U02667,2026-01-15,Canada,Web,organic,18-24,competitive
U02668,2026-02-27,Brazil,Android,referral,18-24,competitive
U02669,2026-01-05,United States,Web,organic,25-34,casual
U02670,2026-02-27,Canada,iOS,referral,25-34,casual
U02671,2026-02-17,Brazil,Android,paid_social,35-44,casual
U02672,2026-02-21,Germany,iOS,referral,55+,casual
U02673,2026-02-21,Japan,Web,paid_social,35-44,casual
U02674,2026-01-12,United States,iOS,store_feature,25-34,collector
U02675,2026-02-25,United States,iOS,organic,25-34,casual
U02676,2026-02-05,United States,Android,influencer,45-54,competitive
U02677,2026-02-27,United States,iOS,organic,35-44,casual
U02678,2026-02-22,United States,Android,organic,35-44,casual
U02679,2026-02-04,United Kingdom,iOS,paid_social,25-34,casual
U02680,2026-01-23,United Kingdom,Android,organic,35-44,casual
U02681,2026-01-08,Brazil,Web,paid_social,18-24,casual
U02682,2026-01-07,Canada,Android,store_feature,35-44,casual
U02683,2026-01-24,United States,iOS,store_feature,45-54,casual
U02684,2026-02-18,Brazil,iOS,paid_social,45-54,casual
U02685,2026-01-31,United States,iOS,influencer,18-24,competitive
U02686,2026-01-29,Japan,iOS,paid_social,45-54,competitive
U02687,2026-01-15,United States,Android,organic,18-24,casual
U02688,2026-02-03,United Kingdom,iOS,store_feature,25-34,competitive
U02689,2026-02-08,India,iOS,organic,35-44,collector
U02690,2026-02-28,Germany,iOS,organic,25-34,casual
U02691,2026-02-13,Germany,Web,organic,25-34,casual
U02692,2026-02-06,Brazil,iOS,organic,35-44,casual
U02693,2026-02-24,United States,iOS,organic,35-44,casual
U02694,2026-01-26,Brazil,Android,organic,25-34,competitive
U02695,2026-02-26,India,iOS,paid_social,25-34,competitive
U02696,2026-01-23,India,Web,referral,35-44,casual
U02697,2026-01-08,United Kingdom,iOS,influencer,25-34,casual
U02698,2026-01-26,Canada,Android,organic,18-24,competitive
U02699,2026-01-08,Brazil,Android,organic,25-34,casual
U02700,2026-01-08,Germany,Android,paid_social,35-44,casual
U02701,2026-02-22,United States,Android,organic,25-34,casual
U02702,2026-02-17,United States,Android,paid_social,18-24,collector
U02703,2026-01-14,United States,Android,referral,45-54,competitive
U02704,2026-02-20,United Kingdom,Android,store_feature,45-54,competitive
U02705,2026-01-05,United States,Android,organic,35-44,competitive
U02706,2026-01-18,United States,Android,referral,35-44,casual
U02707,2026-02-12,United States,Android,referral,55+,casual
U02708,2026-01-19,India,iOS,store_feature,25-34,competitive
U02709,2026-02-13,United States,iOS,organic,18-24,collector
U02710,2026-02-22,United States,iOS,referral,35-44,casual
U02711,2026-01-04,United Kingdom,iOS,referral,45-54,casual
U02712,2026-01-02,United States,iOS,organic,35-44,collector
U02713,2026-02-26,India,iOS,referral,18-24,casual
U02714,2026-02-01,India,Android,referral,45-54,casual
U02715,2026-01-31,Canada,Android,organic,35-44,casual
U02716,2026-01-28,United Kingdom,Android,paid_social,25-34,casual
U02717,2026-01-27,Canada,Android,paid_social,55+,competitive
U02718,2026-02-11,United States,iOS,store_feature,35-44,competitive
U02719,2026-02-04,United States,iOS,organic,45-54,casual
U02720,2026-01-10,United States,Android,paid_social,55+,casual
U02721,2026-02-07,United States,Android,organic,18-24,casual
U02722,2026-02-10,Germany,Android,referral,35-44,casual
U02723,2026-01-07,United States,Android,referral,25-34,casual
U02724,2026-01-23,United States,Android,paid_social,45-54,casual
U02725,2026-02-17,United Kingdom,Android,paid_social,45-54,collector
U02726,2026-02-07,United Kingdom,Android,organic,45-54,collector
U02727,2026-01-09,United States,Android,organic,35-44,casual
U02728,2026-01-03,United States,iOS,referral,35-44,competitive
U02729,2026-02-04,United States,iOS,organic,25-34,collector
U02730,2026-01-28,United States,iOS,store_feature,25-34,casual
U02731,2026-02-27,Japan,Android,referral,18-24,collector
U02732,2026-02-01,India,Android,influencer,45-54,casual
U02733,2026-02-25,Canada,iOS,organic,35-44,competitive
U02734,2026-01-13,Canada,iOS,paid_social,35-44,casual
U02735,2026-01-27,Brazil,Android,organic,18-24,casual
U02736,2026-01-09,Germany,iOS,influencer,35-44,competitive
U02737,2026-02-04,United States,Android,referral,25-34,competitive
U02738,2026-01-12,United States,iOS,referral,55+,casual
U02739,2026-01-30,United Kingdom,iOS,referral,45-54,competitive
U02740,2026-01-21,Germany,iOS,organic,25-34,collector
U02741,2026-01-12,United States,iOS,paid_social,35-44,collector
U02742,2026-01-06,United States,iOS,store_feature,18-24,competitive
U02743,2026-01-31,Canada,iOS,organic,18-24,casual
U02744,2026-02-26,United States,iOS,influencer,35-44,casual
U02745,2026-01-12,United Kingdom,iOS,influencer,35-44,casual
U02746,2026-01-25,Brazil,Android,influencer,18-24,competitive
U02747,2026-01-14,United Kingdom,iOS,store_feature,18-24,competitive
U02748,2026-02-18,United States,iOS,organic,25-34,collector
U02749,2026-01-25,United States,iOS,paid_social,18-24,casual
U02750,2026-02-28,Japan,Web,organic,25-34,collector
U02751,2026-01-15,United Kingdom,Android,referral,25-34,collector
U02752,2026-01-05,United States,Web,organic,45-54,competitive
U02753,2026-02-04,United States,Web,store_feature,25-34,collector
U02754,2026-02-09,Japan,iOS,organic,18-24,casual
U02755,2026-03-01,Brazil,Android,organic,18-24,casual
U02756,2026-02-22,Japan,iOS,organic,18-24,casual
U02757,2026-02-23,Germany,Web,referral,35-44,casual
U02758,2026-02-08,United Kingdom,iOS,organic,25-34,casual
U02759,2026-01-22,United Kingdom,iOS,organic,18-24,competitive
U02760,2026-01-26,United States,Web,organic,45-54,casual
U02761,2026-01-09,Brazil,Android,organic,35-44,casual
U02762,2026-01-26,Germany,Web,influencer,18-24,casual
U02763,2026-01-22,United States,iOS,paid_social,25-34,competitive
U02764,2026-01-03,India,iOS,organic,45-54,collector
U02765,2026-01-13,Canada,iOS,organic,35-44,casual
U02766,2026-02-02,United States,Android,organic,55+,competitive
U02767,2026-01-23,Canada,Android,paid_social,18-24,collector
U02768,2026-03-01,Japan,iOS,organic,35-44,competitive
U02769,2026-01-29,India,Android,organic,18-24,competitive
U02770,2026-02-27,United Kingdom,iOS,organic,25-34,competitive
U02771,2026-02-09,India,Android,organic,35-44,collector
U02772,2026-01-03,Japan,Web,referral,35-44,casual
U02773,2026-01-13,Japan,Android,organic,18-24,competitive
U02774,2026-02-12,Japan,iOS,referral,18-24,casual
U02775,2026-02-02,Canada,iOS,referral,35-44,casual
U02776,2026-01-19,Brazil,iOS,influencer,18-24,competitive
U02777,2026-02-01,Germany,Android,organic,25-34,competitive
U02778,2026-02-24,Brazil,Android,store_feature,18-24,collector
U02779,2026-01-24,United States,iOS,store_feature,18-24,collector
U02780,2026-01-03,Brazil,Web,influencer,45-54,competitive
U02781,2026-01-19,India,Android,store_feature,18-24,casual
U02782,2026-02-26,Canada,Android,organic,25-34,collector
U02783,2026-02-15,India,Android,influencer,35-44,casual
U02784,2026-02-20,Canada,Web,store_feature,18-24,casual
U02785,2026-02-24,United States,iOS,organic,35-44,casual
U02786,2026-01-08,United States,iOS,organic,25-34,competitive
U02787,2026-01-17,Japan,Web,influencer,45-54,competitive
U02788,2026-01-04,Germany,Web,organic,35-44,competitive
U02789,2026-01-01,Canada,Android,store_feature,35-44,casual
U02790,2026-02-20,Germany,iOS,paid_social,25-34,competitive
U02791,2026-02-26,Canada,iOS,referral,45-54,competitive
U02792,2026-01-10,United Kingdom,Android,organic,35-44,collector
U02793,2026-02-13,Japan,Android,referral,25-34,casual
U02794,2026-02-02,Brazil,iOS,paid_social,18-24,competitive
U02795,2026-01-05,Japan,iOS,influencer,18-24,competitive
U02796,2026-02-24,Germany,Android,organic,18-24,casual
U02797,2026-02-22,India,Android,organic,25-34,casual
U02798,2026-02-04,United States,Android,organic,45-54,casual
U02799,2026-02-12,United States,Android,organic,55+,casual
U02800,2026-01-24,United States,Web,influencer,18-24,casual
U02801,2026-02-17,Germany,iOS,organic,55+,competitive
U02802,2026-01-27,Germany,Android,organic,35-44,competitive
U02803,2026-03-01,Brazil,Android,store_feature,25-34,competitive
U02804,2026-01-04,Canada,Android,organic,55+,casual
U02805,2026-01-11,United States,Web,organic,35-44,casual
U02806,2026-02-28,Germany,Android,referral,25-34,competitive
U02807,2026-01-18,India,Android,paid_social,18-24,competitive
U02808,2026-01-19,United States,iOS,store_feature,18-24,competitive
U02809,2026-02-17,United States,Android,referral,45-54,competitive
U02810,2026-01-12,United States,iOS,organic,18-24,collector
U02811,2026-01-31,United Kingdom,iOS,paid_social,18-24,collector
U02812,2026-01-18,United States,Android,store_feature,25-34,competitive
U02813,2026-01-12,Canada,Android,paid_social,25-34,casual
U02814,2026-02-27,Germany,Web,referral,25-34,casual
U02815,2026-01-12,Canada,Android,paid_social,45-54,competitive
U02816,2026-01-06,Canada,Android,paid_social,25-34,casual
U02817,2026-02-10,United States,iOS,referral,45-54,casual
U02818,2026-02-22,India,Android,organic,25-34,casual
U02819,2026-01-08,Canada,Web,paid_social,25-34,collector
U02820,2026-02-12,Canada,iOS,organic,18-24,casual
U02821,2026-02-02,United States,Android,referral,25-34,competitive
U02822,2026-02-19,Germany,Android,paid_social,45-54,collector
U02823,2026-01-08,Japan,iOS,organic,35-44,competitive
U02824,2026-02-28,United States,Android,organic,25-34,casual
U02825,2026-02-07,United States,iOS,influencer,45-54,competitive
U02826,2026-02-20,United States,iOS,organic,35-44,competitive
U02827,2026-01-22,Germany,iOS,organic,18-24,casual
U02828,2026-02-26,India,iOS,organic,35-44,competitive
U02829,2026-02-07,United Kingdom,iOS,paid_social,35-44,casual
U02830,2026-01-08,Canada,Web,organic,35-44,competitive
U02831,2026-02-25,Japan,iOS,store_feature,18-24,collector
U02832,2026-02-17,Brazil,Android,referral,18-24,casual
U02833,2026-01-19,United States,Android,organic,25-34,collector
U02834,2026-02-02,United States,iOS,paid_social,18-24,casual
U02835,2026-01-24,Canada,iOS,organic,18-24,collector
U02836,2026-02-02,Japan,Web,organic,35-44,competitive
U02837,2026-02-27,Brazil,Android,paid_social,25-34,casual
U02838,2026-02-23,Brazil,Web,organic,18-24,collector
U02839,2026-01-13,Japan,iOS,influencer,25-34,collector
U02840,2026-02-28,United States,Android,paid_social,18-24,casual
U02841,2026-01-27,Canada,Android,organic,25-34,competitive
U02842,2026-02-12,United States,Web,influencer,35-44,casual
U02843,2026-02-15,Japan,iOS,paid_social,45-54,casual
U02844,2026-01-29,Germany,Web,organic,18-24,casual
U02845,2026-01-28,United States,iOS,paid_social,45-54,casual
U02846,2026-01-28,United States,Android,influencer,45-54,casual
U02847,2026-02-21,Brazil,Android,paid_social,35-44,casual
U02848,2026-01-24,Brazil,Android,paid_social,55+,collector
U02849,2026-01-17,Brazil,iOS,paid_social,18-24,casual
U02850,2026-01-22,United States,Android,organic,18-24,competitive
U02851,2026-01-12,India,iOS,organic,45-54,casual
U02852,2026-01-24,Brazil,Android,paid_social,25-34,casual
U02853,2026-01-07,Brazil,Android,influencer,25-34,competitive
U02854,2026-01-06,Brazil,Android,referral,18-24,casual
U02855,2026-02-13,India,Android,organic,18-24,casual
U02856,2026-01-05,India,Android,paid_social,18-24,collector
U02857,2026-02-04,Germany,Android,organic,18-24,casual
U02858,2026-02-16,Canada,Android,organic,55+,casual
U02859,2026-02-13,Canada,Android,referral,25-34,competitive
U02860,2026-01-27,Japan,Android,organic,35-44,casual
U02861,2026-01-12,Brazil,Android,store_feature,18-24,competitive
U02862,2026-02-25,United States,Android,paid_social,25-34,casual
U02863,2026-02-20,United States,iOS,referral,45-54,casual
U02864,2026-02-06,India,Android,influencer,18-24,casual
U02865,2026-01-06,India,iOS,referral,25-34,casual
U02866,2026-01-03,India,iOS,influencer,45-54,competitive
U02867,2026-01-19,United Kingdom,Android,store_feature,18-24,collector
U02868,2026-01-10,Japan,Android,paid_social,18-24,competitive
U02869,2026-02-21,Japan,Android,organic,55+,casual
U02870,2026-01-13,Canada,Web,organic,25-34,collector
U02871,2026-01-17,United States,iOS,store_feature,35-44,competitive
U02872,2026-02-28,India,iOS,organic,18-24,casual
U02873,2026-02-19,United States,iOS,influencer,18-24,casual
U02874,2026-01-14,Germany,iOS,organic,25-34,casual
U02875,2026-01-24,Brazil,Android,referral,35-44,casual
U02876,2026-01-31,Brazil,Android,organic,25-34,casual
U02877,2026-02-09,United States,Android,influencer,45-54,casual
U02878,2026-02-26,Brazil,iOS,organic,35-44,collector
U02879,2026-02-22,United States,Android,paid_social,25-34,casual
U02880,2026-02-28,Japan,iOS,store_feature,25-34,casual
U02881,2026-01-03,United States,Android,organic,35-44,collector
U02882,2026-01-15,Brazil,Android,organic,35-44,casual
U02883,2026-02-03,Japan,iOS,influencer,18-24,casual
U02884,2026-01-03,United States,Android,store_feature,45-54,casual
U02885,2026-01-22,United States,Android,organic,25-34,competitive
U02886,2026-01-10,Japan,iOS,paid_social,45-54,casual
U02887,2026-02-25,United States,Android,organic,55+,competitive
U02888,2026-01-04,United States,Android,organic,18-24,competitive
U02889,2026-01-09,United Kingdom,iOS,paid_social,25-34,competitive
U02890,2026-01-12,India,iOS,organic,25-34,collector
U02891,2026-01-09,Germany,Android,paid_social,25-34,competitive
U02892,2026-02-04,Canada,Web,organic,45-54,competitive
U02893,2026-01-22,India,Android,store_feature,18-24,casual
U02894,2026-02-24,United Kingdom,Android,paid_social,35-44,casual
U02895,2026-01-16,United Kingdom,Android,organic,55+,casual
U02896,2026-02-02,Canada,Android,influencer,55+,casual
U02897,2026-02-09,Canada,iOS,store_feature,18-24,casual
U02898,2026-02-07,Canada,iOS,organic,55+,competitive
U02899,2026-02-17,Brazil,Web,influencer,18-24,casual
U02900,2026-01-13,United States,Android,organic,25-34,competitive
U02901,2026-01-31,Brazil,Web,organic,18-24,casual
U02902,2026-02-18,United States,iOS,paid_social,35-44,collector
U02903,2026-02-21,Canada,Android,organic,18-24,casual
U02904,2026-02-07,United States,Android,referral,18-24,competitive
U02905,2026-02-09,Germany,iOS,paid_social,25-34,competitive
U02906,2026-02-21,Brazil,iOS,influencer,45-54,casual
U02907,2026-02-07,Canada,Android,organic,25-34,competitive
U02908,2026-02-26,United States,Android,organic,35-44,collector
U02909,2026-01-08,United States,Android,paid_social,35-44,competitive
U02910,2026-01-21,Japan,iOS,organic,25-34,collector
U02911,2026-01-07,United States,Android,influencer,18-24,casual
U02912,2026-01-06,Japan,iOS,referral,18-24,collector
U02913,2026-01-29,Canada,iOS,store_feature,25-34,collector
U02914,2026-01-14,United States,Android,referral,55+,competitive
U02915,2026-01-25,Brazil,iOS,organic,18-24,competitive
U02916,2026-01-27,United Kingdom,Web,organic,35-44,competitive
U02917,2026-02-07,United States,Android,paid_social,45-54,casual
U02918,2026-02-26,India,iOS,store_feature,45-54,competitive
U02919,2026-02-20,United States,iOS,organic,25-34,casual
U02920,2026-01-23,Canada,Android,organic,45-54,competitive
U02921,2026-01-20,Canada,iOS,referral,35-44,casual
U02922,2026-02-16,United Kingdom,iOS,organic,25-34,competitive
U02923,2026-01-08,Japan,Android,paid_social,35-44,casual
U02924,2026-02-02,United States,iOS,organic,18-24,casual
U02925,2026-01-26,India,Android,paid_social,35-44,casual
U02926,2026-01-11,Brazil,Android,paid_social,35-44,casual
U02927,2026-02-06,India,iOS,influencer,35-44,competitive
U02928,2026-01-20,Japan,Android,referral,45-54,casual
U02929,2026-01-12,India,Android,organic,35-44,casual
U02930,2026-02-09,Germany,Android,store_feature,18-24,casual
U02931,2026-01-11,Canada,iOS,store_feature,25-34,casual
U02932,2026-02-10,United Kingdom,Android,referral,45-54,casual
U02933,2026-01-10,Brazil,iOS,influencer,35-44,casual
U02934,2026-01-27,United Kingdom,Android,store_feature,45-54,competitive
U02935,2026-02-18,Brazil,iOS,organic,25-34,competitive
U02936,2026-01-14,United States,Web,paid_social,25-34,collector
U02937,2026-02-16,Japan,iOS,paid_social,45-54,casual
U02938,2026-02-13,United States,Web,paid_social,35-44,casual
U02939,2026-02-24,India,Web,influencer,25-34,casual
U02940,2026-01-11,United States,Android,paid_social,18-24,competitive
