transaction_id,user_id,timestamp,item_category,amount_usd,payment_type
T002831,U02214,2026-01-18 00:05:49,currency,13.4,card
T002832,U02215,2026-01-25 14:23:37,cosmetic,5.81,wallet
T002833,U02215,2026-01-20 19:27:43,booster,5.72,card
T002834,U02215,2026-01-17 19:20:26,booster,6.06,wallet
T002835,U02215,2026-01-17 02:17:28,cosmetic,10.3,card
T002836,U02216,2026-02-15 00:56:35,battlepass,21.75,card
T002837,U02217,2026-02-06 15:44:08,cosmetic,5.69,card
T002838,U02229,2026-02-01 09:39:24,cosmetic,7.15,card
T002839,U02229,2026-01-21 22:58:11,cosmetic,9.07,card
T002840,U02229,2026-01-30 18:02:25,cosmetic,7.4,card
T002841,U02232,2026-02-03 12:31:36,cosmetic,8.49,card
T002842,U02232,2026-01-13 09:49:38,booster,6.2,card
T002843,U02234,2026-01-19 03:27:09,booster,4.47,card
T002844,U02234,2026-02-05 06:36:59,booster,6.24,card
T002845,U02234,2026-01-27 00:34:06,booster,4.51,card
T002846,U02234,2026-01-14 23:14:37,expansion,19.81,card
T002847,U02237,2026-02-11 21:03:22,cosmetic,10.9,card
T002848,U02237,2026-01-15 05:03:41,expansion,30.39,card
T002849,U02246,2026-02-24 16:08:08,expansion,26.65,card
T002850,U02246,2026-03-12 06:08:48,booster,5.5,card
T002851,U02246,2026-02-19 02:23:01,battlepass,15.11,card
T002852,U02248,2026-02-03 20:46:22,cosmetic,10.2,card
T002853,U02248,2026-02-03 19:43:58,cosmetic,7.53,card
T002854,U02254,2026-02-04 06:14:07,booster,5.96,card
T002855,U02254,2026-02-25 13:13:25,booster,2.64,card
T002856,U02254,2026-02-01 13:58:16,cosmetic,6.28,card
T002857,U02254,2026-02-26 00:50:16,booster,4.87,card
T002858,U02262,2026-03-03 19:05:05,battlepass,19.57,wallet
T002859,U02262,2026-03-06 23:05:02,cosmetic,10.29,card
T002860,U02262,2026-03-27 07:24:13,cosmetic,9.9,wallet
T002861,U02262,2026-03-30 12:56:43,cosmetic,8.99,wallet
T002862,U02264,2026-02-21 18:01:06,booster,2.98,card
T002863,U02264,2026-02-16 05:52:31,booster,4.59,wallet
T002864,U02264,2026-02-13 11:08:56,booster,6.49,card
T002865,U02266,2026-01-22 00:13:14,expansion,22.08,card
T002866,U02266,2026-01-31 22:52:20,cosmetic,4.34,wallet
T002867,U02266,2026-01-11 20:11:35,cosmetic,7.0,card
T002868,U02266,2026-01-14 04:05:13,cosmetic,6.52,wallet
T002869,U02268,2026-03-07 08:15:49,cosmetic,9.14,card
T002870,U02268,2026-02-23 07:11:28,currency,18.18,wallet
T002871,U02269,2026-01-12 02:30:21,currency,16.14,card
T002872,U02270,2026-03-05 17:06:10,battlepass,20.02,wallet
T002873,U02270,2026-03-09 03:34:50,expansion,26.43,wallet
T002874,U02271,2026-02-16 03:16:09,currency,11.99,card
T002875,U02271,2026-02-02 16:51:53,booster,3.91,wallet
T002876,U02271,2026-01-23 23:48:05,cosmetic,8.25,card
T002877,U02275,2026-01-28 23:30:56,expansion,17.09,card
T002878,U02275,2026-01-11 04:47:08,booster,4.39,wallet
T002879,U02275,2026-01-17 16:24:04,expansion,29.29,wallet
T002880,U02275,2026-01-11 01:08:47,expansion,27.24,wallet
T002881,U02275,2026-01-31 09:49:31,booster,6.2,wallet
T002882,U02276,2026-02-21 10:49:42,expansion,27.7,card
T002883,U02276,2026-02-09 15:22:22,cosmetic,5.92,card
T002884,U02276,2026-02-09 23:46:00,booster,3.1,card
T002885,U02276,2026-02-13 07:00:53,cosmetic,4.12,card
T002886,U02276,2026-02-07 03:44:30,currency,13.19,card
T002887,U02278,2026-01-23 08:55:33,battlepass,15.12,wallet
T002888,U02279,2026-01-31 22:12:48,battlepass,14.31,card
T002889,U02281,2026-03-02 22:01:13,currency,19.02,wallet
T002890,U02281,2026-03-14 16:59:18,cosmetic,5.75,wallet
T002891,U02281,2026-03-07 19:10:27,cosmetic,5.8,wallet
T002892,U02282,2026-01-31 17:06:40,booster,4.2,card
T002893,U02282,2026-02-07 16:41:24,battlepass,18.58,card
T002894,U02282,2026-02-04 14:02:04,cosmetic,9.07,card
T002895,U02282,2026-02-05 12:30:32,cosmetic,7.44,card
T002896,U02282,2026-02-10 08:50:21,booster,5.97,card
T002897,U02289,2026-03-25 05:47:05,cosmetic,7.22,wallet
T002898,U02289,2026-03-24 00:59:20,booster,2.7,wallet
T002899,U02289,2026-03-24 07:04:27,cosmetic,5.42,wallet
T002900,U02291,2026-02-19 20:37:50,cosmetic,7.46,wallet
T002901,U02291,2026-02-17 18:41:57,cosmetic,8.78,wallet
T002902,U02291,2026-02-21 13:09:13,expansion,19.92,card
T002903,U02293,2026-01-22 01:04:23,cosmetic,5.67,card
T002904,U02293,2026-01-27 10:33:18,battlepass,14.71,wallet
T002905,U02294,2026-02-21 02:25:12,cosmetic,4.87,wallet
T002906,U02294,2026-03-15 01:47:08,battlepass,12.44,wallet
T002907,U02294,2026-02-17 02:13:31,cosmetic,8.84,card
T002908,U02294,2026-02-16 09:07:17,cosmetic,5.08,wallet
T002909,U02295,2026-02-19 11:19:55,cosmetic,5.71,card
T002910,U02295,2026-03-09 06:16:09,cosmetic,5.89,wallet
T002911,U02296,2026-03-11 04:17:39,cosmetic,5.7,card
T002912,U02296,2026-02-22 00:53:03,cosmetic,4.16,card
T002913,U02296,2026-02-21 09:14:13,cosmetic,10.49,card
T002914,U02305,2026-03-01 19:34:20,cosmetic,8.35,card
T002915,U02305,2026-03-20 20:35:45,booster,5.64,card
T002916,U02306,2026-01-30 13:29:28,cosmetic,4.09,card
T002917,U02306,2026-02-04 14:32:45,cosmetic,8.24,card
T002918,U02306,2026-01-21 14:53:12,cosmetic,8.54,card
T002919,U02306,2026-01-15 22:45:39,currency,18.66,card
T002920,U02308,2026-02-08 00:10:39,expansion,14.32,card
T002921,U02308,2026-01-24 02:34:59,expansion,19.71,card
T002922,U02308,2026-02-05 05:59:02,booster,3.44,card
T002923,U02308,2026-02-08 21:31:07,battlepass,8.42,card
T002924,U02308,2026-01-18 20:25:00,currency,11.34,card
T002925,U02309,2026-02-16 17:35:05,booster,5.43,card
T002926,U02309,2026-01-26 03:58:27,cosmetic,10.25,card
T002927,U02313,2026-02-14 12:19:00,booster,4.29,wallet
T002928,U02314,2026-01-19 09:42:07,battlepass,11.54,card
T002929,U02314,2026-01-10 03:28:31,expansion,26.62,wallet
T002930,U02314,2026-01-28 21:52:02,cosmetic,7.38,card
T002931,U02323,2026-02-15 21:45:41,cosmetic,8.74,card
T002932,U02325,2026-02-18 02:19:43,battlepass,15.26,card
T002933,U02325,2026-03-07 14:03:46,cosmetic,4.86,card
T002934,U02325,2026-03-15 05:33:04,cosmetic,5.45,card
T002935,U02325,2026-03-15 15:37:28,cosmetic,9.21,card
T002936,U02325,2026-03-06 06:10:07,battlepass,11.51,card
T002937,U02325,2026-03-14 06:39:33,booster,5.3,card
T002938,U02325,2026-02-16 17:11:12,currency,21.17,card
T002939,U02325,2026-02-14 02:19:00,cosmetic,6.98,card
T002940,U02329,2026-01-07 00:09:39,cosmetic,8.31,wallet
T002941,U02330,2026-02-06 08:44:44,booster,4.18,card
T002942,U02330,2026-01-09 09:33:41,cosmetic,10.55,card
T002943,U02330,2026-01-15 05:07:15,currency,20.83,card
T002944,U02331,2026-01-05 07:27:02,expansion,31.44,card
T002945,U02331,2026-01-26 12:12:27,battlepass,12.49,card
T002946,U02331,2026-01-07 21:57:58,cosmetic,10.83,card
T002947,U02333,2026-01-17 20:49:07,cosmetic,6.89,card
T002948,U02333,2026-02-03 09:35:12,booster,6.3,card
T002949,U02333,2026-02-10 09:13:01,expansion,12.6,card
T002950,U02333,2026-01-20 10:56:06,currency,20.71,card
T002951,U02334,2026-03-03 07:13:52,cosmetic,9.56,card
T002952,U02334,2026-02-19 07:25:26,cosmetic,7.32,card
T002953,U02334,2026-03-18 22:46:02,currency,9.38,card
T002954,U02337,2026-02-05 22:15:21,cosmetic,6.56,wallet
T002955,U02337,2026-01-31 04:56:48,booster,4.64,card
T002956,U02337,2026-02-21 19:17:01,currency,18.12,wallet
T002957,U02337,2026-01-30 22:53:33,booster,4.83,wallet
T002958,U02339,2026-01-22 07:17:42,cosmetic,8.7,card
T002959,U02339,2026-01-11 09:07:45,cosmetic,6.39,card
T002960,U02340,2026-01-21 12:56:28,expansion,29.34,card
T002961,U02340,2026-01-10 17:21:57,currency,19.06,card
T002962,U02340,2026-01-28 04:12:05,cosmetic,5.67,card
T002963,U02340,2026-01-26 00:19:21,battlepass,10.6,card
T002964,U02345,2026-02-23 01:53:45,booster,3.59,card
T002965,U02345,2026-02-22 03:04:31,booster,2.82,card
T002966,U02348,2026-02-27 23:41:58,battlepass,8.65,card
T002967,U02348,2026-03-05 04:37:24,cosmetic,9.46,card
T002968,U02353,2026-02-13 10:18:30,booster,3.84,card
T002969,U02355,2026-01-28 08:55:20,battlepass,14.35,card
T002970,U02355,2026-01-30 19:36:37,battlepass,12.52,card
T002971,U02363,2026-03-23 11:11:39,expansion,18.18,wallet
T002972,U02363,2026-03-19 03:19:33,cosmetic,10.27,wallet
T002973,U02364,2026-01-23 14:42:53,currency,19.79,wallet
T002974,U02372,2026-03-04 20:39:04,cosmetic,8.09,card
T002975,U02372,2026-03-11 17:40:57,cosmetic,8.26,card
T002976,U02372,2026-03-18 11:44:18,battlepass,18.12,card
T002977,U02372,2026-03-20 23:03:52,cosmetic,9.18,card
T002978,U02372,2026-03-04 01:45:59,currency,15.34,card
T002979,U02373,2026-01-07 14:56:46,expansion,17.17,card
T002980,U02373,2026-01-25 11:18:44,cosmetic,9.03,card
T002981,U02373,2026-01-17 21:59:38,booster,6.19,card
T002982,U02374,2026-02-16 20:50:31,cosmetic,7.44,card
T002983,U02374,2026-02-17 02:54:35,cosmetic,7.03,card
T002984,U02377,2026-02-27 11:54:03,cosmetic,5.79,card
T002985,U02377,2026-02-27 08:15:21,cosmetic,4.79,card
T002986,U02377,2026-03-07 05:51:19,battlepass,9.17,card
T002987,U02377,2026-02-23 21:23:32,battlepass,15.14,card
T002988,U02378,2026-01-25 16:58:25,booster,4.04,card
T002989,U02378,2026-02-05 07:38:49,expansion,27.14,card
T002990,U02378,2026-01-24 09:06:52,currency,17.81,card
T002991,U02378,2026-01-27 20:06:24,booster,5.84,card
T002992,U02378,2026-01-09 20:07:51,currency,21.05,card
T002993,U02379,2026-03-10 03:47:16,currency,21.19,wallet
T002994,U02382,2026-01-27 08:29:27,cosmetic,6.3,wallet
T002995,U02382,2026-02-16 09:34:14,battlepass,10.83,card
T002996,U02382,2026-02-18 11:20:54,cosmetic,9.04,card
T002997,U02383,2026-02-25 09:07:24,cosmetic,9.89,wallet
T002998,U02383,2026-03-05 18:11:17,currency,18.53,card
T002999,U02384,2026-01-25 20:27:14,expansion,31.3,card
T003000,U02384,2026-02-10 08:16:39,battlepass,20.11,card
T003001,U02384,2026-02-16 13:33:48,battlepass,16.95,card
T003002,U02384,2026-02-14 07:01:56,cosmetic,10.96,card
T003003,U02385,2026-02-09 02:15:52,expansion,23.6,wallet
T003004,U02385,2026-02-08 03:01:30,booster,2.51,wallet
T003005,U02385,2026-01-31 16:25:06,currency,13.33,wallet
T003006,U02385,2026-01-21 10:57:06,cosmetic,9.07,card
T003007,U02385,2026-01-27 17:11:48,currency,20.82,wallet
T003008,U02385,2026-01-23 13:09:24,expansion,16.23,wallet
T003009,U02385,2026-01-28 06:01:23,currency,17.27,card
T003010,U02389,2026-03-21 22:54:42,expansion,21.71,card
T003011,U02389,2026-03-01 23:41:27,cosmetic,8.27,card
T003012,U02390,2026-03-12 19:08:29,cosmetic,5.3,wallet
T003013,U02390,2026-03-08 05:54:22,cosmetic,10.55,card
T003014,U02390,2026-03-11 22:01:43,expansion,24.48,wallet
T003015,U02390,2026-03-17 04:43:16,battlepass,21.47,wallet
T003016,U02392,2026-01-19 10:09:44,expansion,19.46,card
T003017,U02392,2026-02-04 15:04:18,booster,5.28,wallet
T003018,U02393,2026-02-13 09:17:41,expansion,30.3,wallet
T003019,U02394,2026-02-03 13:32:51,cosmetic,6.43,card
T003020,U02394,2026-02-08 20:56:19,cosmetic,10.48,card
T003021,U02394,2026-02-02 02:50:05,booster,5.25,card
T003022,U02394,2026-01-16 09:26:46,currency,20.97,card
T003023,U02394,2026-02-01 04:22:02,booster,4.45,card
T003024,U02395,2026-02-04 05:04:45,cosmetic,4.3,card
T003025,U02395,2026-01-30 03:29:12,currency,11.14,card
T003026,U02395,2026-02-10 07:30:28,cosmetic,6.35,card
T003027,U02395,2026-02-12 12:56:12,cosmetic,7.68,card
T003028,U02395,2026-01-29 01:14:39,cosmetic,4.74,card
T003029,U02397,2026-03-13 08:57:19,booster,6.43,card
T003030,U02397,2026-03-09 06:28:33,expansion,13.94,wallet
T003031,U02398,2026-01-18 15:07:29,currency,16.36,card
T003032,U02398,2026-01-26 03:18:44,cosmetic,7.37,card
T003033,U02398,2026-02-06 12:20:30,currency,15.55,card
T003034,U02400,2026-03-09 13:47:32,booster,3.17,card
T003035,U02400,2026-02-14 04:18:11,cosmetic,9.67,card
T003036,U02400,2026-02-26 14:11:49,cosmetic,6.42,card
T003037,U02400,2026-02-21 08:08:47,battlepass,18.24,card
T003038,U02403,2026-03-10 07:06:12,cosmetic,5.23,card
T003039,U02403,2026-03-04 07:08:57,currency,15.98,card
T003040,U02403,2026-02-24 15:17:04,cosmetic,4.01,wallet
T003041,U02405,2026-01-24 02:56:35,expansion,16.87,card
T003042,U02405,2026-02-05 21:10:38,booster,6.32,card
T003043,U02405,2026-02-04 10:49:38,cosmetic,5.48,card
T003044,U02406,2026-03-15 01:41:50,currency,21.03,card
T003045,U02406,2026-03-06 04:28:15,cosmetic,10.16,card
T003046,U02406,2026-03-11 21:41:04,booster,5.45,card
T003047,U02409,2026-02-08 19:49:09,cosmetic,9.47,card
T003048,U02409,2026-02-19 03:53:10,expansion,14.55,card
T003049,U02410,2026-01-10 04:07:40,currency,17.63,card
T003050,U02410,2026-01-30 21:57:00,cosmetic,8.5,card
T003051,U02410,2026-01-09 16:20:31,booster,5.13,wallet
T003052,U02411,2026-02-15 12:01:57,cosmetic,5.27,wallet
T003053,U02415,2026-02-03 09:48:05,currency,9.74,wallet
T003054,U02415,2026-01-28 01:08:47,cosmetic,6.27,wallet
T003055,U02415,2026-02-21 04:52:38,booster,3.11,card
T003056,U02416,2026-02-21 06:28:23,booster,6.0,card
T003057,U02416,2026-02-21 14:12:42,booster,3.23,wallet
T003058,U02416,2026-02-13 14:49:50,booster,6.22,wallet
T003059,U02416,2026-02-11 10:01:29,cosmetic,5.29,card
T003060,U02418,2026-02-05 14:25:40,booster,5.47,wallet
T003061,U02418,2026-02-01 03:26:41,cosmetic,7.84,card
T003062,U02422,2026-02-20 04:27:12,expansion,15.23,card
T003063,U02422,2026-03-08 20:57:35,battlepass,11.33,card
T003064,U02422,2026-03-09 17:40:33,currency,13.56,card
T003065,U02423,2026-01-26 10:11:00,currency,19.38,card
T003066,U02424,2026-03-03 19:46:52,currency,19.2,card
T003067,U02424,2026-02-28 07:38:46,cosmetic,4.53,card
T003068,U02424,2026-03-02 11:57:47,expansion,29.97,card
T003069,U02428,2026-02-14 05:31:06,booster,3.9,wallet
T003070,U02428,2026-02-21 23:54:53,cosmetic,4.13,wallet
T003071,U02428,2026-01-29 22:13:21,battlepass,19.3,wallet
T003072,U02428,2026-02-14 21:06:34,cosmetic,10.55,card
T003073,U02428,2026-02-19 10:21:39,cosmetic,9.65,wallet
T003074,U02430,2026-02-11 18:46:30,battlepass,13.66,card
T003075,U02430,2026-02-12 07:38:02,cosmetic,9.47,card
T003076,U02431,2026-01-23 22:08:22,cosmetic,8.92,card
T003077,U02431,2026-02-01 01:37:34,cosmetic,6.3,card
T003078,U02432,2026-02-04 07:12:14,expansion,28.1,card
T003079,U02432,2026-02-27 01:18:16,cosmetic,8.65,wallet
T003080,U02434,2026-01-22 11:57:17,cosmetic,8.72,card
T003081,U02434,2026-02-03 20:30:46,cosmetic,10.92,card
T003082,U02434,2026-02-09 11:41:37,cosmetic,4.46,wallet
T003083,U02434,2026-02-15 15:53:35,battlepass,9.94,card
T003084,U02435,2026-02-03 20:55:30,cosmetic,6.38,card
T003085,U02435,2026-02-02 09:33:10,cosmetic,7.89,card
T003086,U02435,2026-01-29 21:46:39,cosmetic,9.97,card
T003087,U02437,2026-02-22 17:34:43,expansion,16.7,card
T003088,U02437,2026-03-09 17:16:46,battlepass,20.31,card
T003089,U02438,2026-02-13 20:44:39,cosmetic,8.89,card
T003090,U02438,2026-02-18 20:58:18,currency,14.83,card
T003091,U02439,2026-02-25 17:07:20,battlepass,9.46,card
T003092,U02439,2026-03-04 12:02:26,cosmetic,4.03,card
T003093,U02441,2026-01-24 10:29:45,battlepass,17.01,wallet
T003094,U02446,2026-03-19 10:53:11,currency,12.14,card
T003095,U02446,2026-02-25 10:55:06,booster,2.79,card
T003096,U02449,2026-03-03 22:56:56,booster,4.82,wallet
T003097,U02449,2026-03-06 05:45:56,cosmetic,8.93,card
T003098,U02449,2026-03-02 14:59:28,currency,21.29,card
T003099,U02449,2026-03-09 21:24:45,expansion,21.79,wallet
T003100,U02453,2026-01-19 14:34:33,currency,16.5,card
T003101,U02453,2026-01-25 00:46:39,cosmetic,6.45,card
T003102,U02453,2026-01-21 13:30:54,cosmetic,7.62,card
T003103,U02456,2026-02-14 00:51:20,expansion,13.95,wallet
T003104,U02456,2026-02-12 07:48:32,cosmetic,10.09,card
T003105,U02456,2026-02-15 01:38:03,booster,6.08,wallet
T003106,U02457,2026-02-26 01:19:10,cosmetic,4.54,card
T003107,U02457,2026-03-06 15:55:56,currency,21.52,card
T003108,U02459,2026-02-06 04:49:28,cosmetic,7.48,card
T003109,U02459,2026-02-03 02:08:25,currency,12.55,wallet
T003110,U02461,2026-01-24 04:51:18,expansion,21.85,wallet
T003111,U02461,2026-02-13 13:05:24,booster,3.07,card
T003112,U02462,2026-01-28 15:36:28,cosmetic,10.32,wallet
T003113,U02462,2026-02-01 15:04:33,booster,2.63,wallet
T003114,U02462,2026-01-25 16:04:00,currency,19.08,wallet
T003115,U02462,2026-01-22 08:12:16,cosmetic,5.16,card
T003116,U02463,2026-02-24 16:18:39,expansion,13.73,card
T003117,U02463,2026-01-31 04:41:17,cosmetic,10.77,card
T003118,U02463,2026-02-03 23:31:12,currency,21.03,card
T003119,U02465,2026-02-05 12:20:53,expansion,21.82,card
T003120,U02465,2026-02-24 06:14:13,expansion,32.09,card
T003121,U02465,2026-02-08 00:41:00,cosmetic,7.34,card
T003122,U02465,2026-02-19 09:14:07,cosmetic,6.52,card
T003123,U02466,2026-01-26 13:57:42,currency,18.88,wallet
T003124,U02468,2026-02-22 02:19:55,cosmetic,7.08,card
T003125,U02468,2026-03-01 15:41:02,cosmetic,8.81,card
T003126,U02468,2026-02-26 23:32:13,battlepass,10.56,card
T003127,U02468,2026-03-04 09:25:41,expansion,13.73,card
T003128,U02476,2026-01-29 22:58:54,cosmetic,4.15,wallet
T003129,U02476,2026-02-12 18:20:18,booster,4.54,card
T003130,U02476,2026-02-09 08:28:24,booster,3.13,card
T003131,U02476,2026-02-20 16:09:29,booster,3.65,wallet
T003132,U02477,2026-02-22 00:44:10,expansion,17.93,card
T003133,U02477,2026-02-22 08:26:50,booster,5.22,wallet
T003134,U02477,2026-02-28 13:41:19,currency,13.21,card
T003135,U02481,2026-02-20 21:27:09,expansion,28.83,card
T003136,U02481,2026-02-12 22:28:37,expansion,29.14,card
T003137,U02483,2026-01-22 16:46:24,cosmetic,5.9,card
T003138,U02485,2026-02-15 16:20:14,currency,15.95,card
T003139,U02488,2026-01-17 12:01:05,cosmetic,5.65,card
T003140,U02488,2026-01-22 23:01:49,expansion,13.31,card
T003141,U02489,2026-02-25 10:12:23,cosmetic,4.47,wallet
T003142,U02491,2026-01-30 16:59:37,cosmetic,10.51,card
T003143,U02494,2026-02-06 09:12:07,booster,2.73,card
T003144,U02496,2026-02-03 19:27:33,battlepass,19.52,wallet
T003145,U02497,2026-02-20 19:42:36,cosmetic,4.28,card
T003146,U02497,2026-03-15 22:36:28,cosmetic,5.09,card
T003147,U02497,2026-03-02 23:55:43,currency,13.69,card
T003148,U02498,2026-02-24 06:00:48,expansion,29.49,wallet
T003149,U02498,2026-03-17 07:18:11,cosmetic,8.08,wallet
T003150,U02499,2026-01-29 06:23:50,booster,4.05,card
T003151,U02499,2026-01-18 20:01:40,booster,4.99,card
T003152,U02499,2026-01-29 12:39:20,currency,12.56,card
T003153,U02500,2026-03-07 13:34:27,cosmetic,4.8,card
T003154,U02500,2026-03-04 21:58:59,currency,21.97,card
T003155,U02500,2026-03-22 10:22:48,currency,13.41,card
T003156,U02501,2026-02-13 05:59:02,battlepass,21.86,card
T003157,U02502,2026-02-03 14:45:11,cosmetic,9.95,wallet
T003158,U02502,2026-01-20 08:50:15,booster,4.73,card
T003159,U02502,2026-01-30 20:45:04,cosmetic,6.47,wallet
T003160,U02503,2026-03-01 12:35:52,currency,9.64,card
T003161,U02503,2026-03-07 02:23:31,booster,5.72,card
T003162,U02503,2026-03-02 07:40:02,currency,9.43,card
T003163,U02503,2026-02-15 10:19:30,currency,13.52,card
T003164,U02509,2026-02-17 14:19:21,booster,3.33,card
T003165,U02509,2026-02-08 11:57:26,currency,15.62,wallet
T003166,U02509,2026-01-31 04:42:03,booster,5.21,wallet
T003167,U02511,2026-02-05 02:56:02,battlepass,18.88,card
T003168,U02512,2026-02-23 04:57:13,cosmetic,9.93,card
T003169,U02513,2026-03-20 23:24:23,cosmetic,8.97,card
T003170,U02513,2026-03-19 12:21:17,cosmetic,9.08,card
T003171,U02513,2026-03-08 22:49:49,cosmetic,4.91,card
T003172,U02513,2026-03-19 07:30:12,booster,5.89,card
T003173,U02514,2026-02-19 09:18:19,cosmetic,5.77,card
T003174,U02514,2026-03-15 19:01:37,currency,18.12,card
T003175,U02514,2026-03-02 09:46:06,currency,15.66,card
T003176,U02514,2026-03-09 07:46:43,expansion,30.72,card
T003177,U02519,2026-01-12 05:31:18,expansion,16.64,card
T003178,U02519,2026-01-28 20:11:26,battlepass,12.78,card
T003179,U02519,2026-01-15 03:27:14,expansion,20.88,card
T003180,U02521,2026-02-04 05:15:44,cosmetic,10.11,card
T003181,U02521,2026-02-08 00:47:41,cosmetic,9.92,card
T003182,U02522,2026-01-15 06:50:26,cosmetic,7.65,card
T003183,U02522,2026-01-21 15:25:14,booster,6.14,card
T003184,U02522,2026-01-21 06:27:59,cosmetic,7.61,card
T003185,U02522,2026-01-22 18:08:21,booster,4.92,card
T003186,U02522,2026-01-22 22:02:56,battlepass,9.03,card
T003187,U02523,2026-02-07 05:24:59,currency,10.87,card
T003188,U02523,2026-01-26 04:54:57,battlepass,20.51,card
T003189,U02523,2026-01-13 03:31:17,currency,21.11,card
T003190,U02523,2026-01-22 07:19:11,booster,4.74,card
T003191,U02523,2026-01-20 21:10:36,cosmetic,4.72,card
T003192,U02524,2026-01-29 20:44:48,currency,15.62,wallet
T003193,U02524,2026-02-15 07:04:32,cosmetic,5.54,card
T003194,U02525,2026-01-22 09:55:28,currency,20.03,wallet
T003195,U02526,2026-02-18 01:10:27,cosmetic,6.44,wallet
T003196,U02526,2026-02-16 21:28:45,expansion,15.23,wallet
T003197,U02526,2026-01-29 19:57:15,currency,11.01,card
T003198,U02527,2026-02-05 21:45:02,cosmetic,4.89,wallet
T003199,U02527,2026-02-08 05:36:36,booster,6.14,wallet
T003200,U02527,2026-01-29 00:47:30,battlepass,20.38,wallet
T003201,U02527,2026-02-12 20:36:19,expansion,29.64,card
T003202,U02531,2026-02-28 08:39:50,cosmetic,7.81,wallet
T003203,U02535,2026-03-08 06:31:10,currency,10.92,card
T003204,U02536,2026-03-06 23:27:50,battlepass,8.19,card
T003205,U02536,2026-03-02 15:57:14,cosmetic,8.75,card
T003206,U02536,2026-03-01 11:31:32,expansion,23.57,card
T003207,U02537,2026-02-17 13:37:57,expansion,31.26,card
T003208,U02537,2026-02-04 10:54:52,battlepass,9.71,card
T003209,U02537,2026-01-28 14:44:29,cosmetic,8.22,card
T003210,U02537,2026-02-17 07:19:29,expansion,15.14,card
T003211,U02538,2026-02-20 23:35:57,booster,6.2,card
T003212,U02538,2026-02-15 04:49:04,cosmetic,8.51,wallet
T003213,U02542,2026-03-24 11:25:43,battlepass,15.07,card
T003214,U02542,2026-03-04 17:30:41,currency,21.68,wallet
T003215,U02542,2026-03-14 11:06:57,cosmetic,9.41,card
T003216,U02543,2026-03-06 14:19:53,booster,3.98,wallet
T003217,U02543,2026-03-12 03:08:10,currency,8.54,wallet
T003218,U02543,2026-03-09 22:03:56,cosmetic,4.6,wallet
T003219,U02543,2026-03-01 16:52:09,currency,16.49,wallet
T003220,U02544,2026-02-12 13:52:22,booster,2.77,card
T003221,U02544,2026-01-26 09:44:02,currency,11.23,wallet
T003222,U02546,2026-02-08 18:40:53,cosmetic,10.68,wallet
T003223,U02546,2026-01-25 06:49:53,cosmetic,7.14,wallet
T003224,U02546,2026-02-14 04:10:35,currency,19.63,wallet
T003225,U02547,2026-03-07 13:14:49,battlepass,16.88,card
T003226,U02548,2026-02-28 14:44:35,cosmetic,9.35,wallet
T003227,U02548,2026-02-20 21:52:21,booster,5.48,card
T003228,U02548,2026-02-08 17:15:14,battlepass,15.81,card
T003229,U02549,2026-02-05 02:36:19,currency,13.67,wallet
T003230,U02549,2026-02-05 13:52:43,expansion,27.63,card
T003231,U02549,2026-02-17 17:09:23,currency,12.47,card
T003232,U02552,2026-01-25 22:14:59,expansion,31.35,card
T003233,U02552,2026-02-15 13:23:54,booster,5.3,wallet
T003234,U02558,2026-02-25 05:43:26,expansion,27.55,wallet
T003235,U02558,2026-03-09 00:42:59,booster,4.89,wallet
T003236,U02559,2026-01-22 13:44:41,booster,4.06,card
T003237,U02561,2026-02-28 11:27:35,cosmetic,9.01,wallet
T003238,U02562,2026-02-14 19:32:15,expansion,19.93,wallet
T003239,U02562,2026-02-09 20:40:16,cosmetic,4.4,card
T003240,U02562,2026-02-18 06:45:42,battlepass,18.61,wallet
T003241,U02563,2026-02-21 16:16:20,currency,13.77,wallet
T003242,U02563,2026-03-05 06:05:32,booster,2.86,card
T003243,U02567,2026-03-12 16:21:07,booster,3.19,wallet
T003244,U02567,2026-02-21 16:40:11,battlepass,16.51,card
T003245,U02568,2026-02-12 04:08:54,booster,4.99,card
T003246,U02568,2026-02-09 19:22:14,cosmetic,5.54,card
T003247,U02569,2026-02-20 02:15:22,cosmetic,9.81,wallet
T003248,U02569,2026-01-25 18:06:10,cosmetic,10.87,wallet
T003249,U02569,2026-01-30 09:01:11,cosmetic,6.8,card
T003250,U02570,2026-03-10 09:14:36,currency,12.23,card
T003251,U02570,2026-02-26 09:09:58,battlepass,10.61,wallet
T003252,U02571,2026-03-07 10:29:02,battlepass,12.74,wallet
T003253,U02574,2026-02-03 04:49:09,cosmetic,5.65,card
T003254,U02574,2026-02-03 22:52:18,expansion,21.34,card
T003255,U02574,2026-02-21 22:25:46,cosmetic,6.15,card
T003256,U02575,2026-02-16 00:32:41,cosmetic,4.74,card
T003257,U02575,2026-02-16 04:41:31,booster,2.65,card
T003258,U02575,2026-02-27 01:35:40,cosmetic,6.83,card
T003259,U02575,2026-03-10 22:49:20,cosmetic,7.21,card
T003260,U02576,2026-01-20 09:41:47,cosmetic,9.74,wallet
T003261,U02576,2026-02-13 05:13:22,cosmetic,8.37,wallet
T003262,U02579,2026-03-03 04:17:30,booster,2.94,card
T003263,U02579,2026-03-14 00:13:26,cosmetic,9.94,card
T003264,U02580,2026-02-22 15:35:27,cosmetic,5.72,card
